model_family,latent_dim,target,arm,mae,r2
spline_pca,3,n_submovements_mean,development_constant,0.06645986803327505,-0.23439231723011722
spline_pca,3,n_submovements_mean,direct_context,0.021629173314821646,0.8830840832761294
spline_pca,3,n_submovements_mean,latent_probe,0.06911585912153942,-0.2806236134201445
spline_pca,3,n_submovements_sd,development_constant,0.13441114364911505,-0.2821818991505536
spline_pca,3,n_submovements_sd,direct_context,0.07928217167560737,0.4971890599313772
spline_pca,3,n_submovements_sd,latent_probe,0.13577448877832665,-0.23716725085308288
spline_pca,3,path_length_mean,development_constant,0.3690595943775106,-0.25916971379885756
spline_pca,3,path_length_mean,direct_context,0.16235443379203612,0.42588662239596453
spline_pca,3,path_length_mean,latent_probe,0.3834158333478695,-0.24586841129022363
spline_pca,3,path_length_sd,development_constant,0.672800730643301,-0.09305006053037967
spline_pca,3,path_length_sd,direct_context,0.43754868935823765,0.03083011909391009
spline_pca,3,path_length_sd,latent_probe,0.6441562663879484,-0.05994419273858953
spline_pca,3,peak_speed_tracker_units_s_mean,development_constant,11.875679048106917,-0.031971228408443464
spline_pca,3,peak_speed_tracker_units_s_mean,direct_context,1.734399404616129,0.976068255902536
spline_pca,3,peak_speed_tracker_units_s_mean,latent_probe,7.602248858472832,0.43343718480188353
spline_pca,3,peak_speed_tracker_units_s_sd,development_constant,2.646218813161273,-0.08942194549115734
spline_pca,3,peak_speed_tracker_units_s_sd,direct_context,1.7073778429041586,0.4666787750204573
spline_pca,3,peak_speed_tracker_units_s_sd,latent_probe,2.552271998061321,-0.035895796292256144
spline_pca,8,curvature_index_mean,development_constant,0.015715778847694335,-0.19878522204786497
spline_pca,8,curvature_index_mean,direct_context,0.008086585024790609,0.10352986469617198
spline_pca,8,curvature_index_mean,latent_probe,0.016432451148442828,-0.30907004723389475
spline_pca,8,curvature_index_sd,development_constant,0.054119437963674,-0.1235650321086268
spline_pca,8,curvature_index_sd,direct_context,0.039296494581096485,-0.11614150886887198
spline_pca,8,curvature_index_sd,latent_probe,0.05371796168379752,-0.14428415961743957
spline_pca,8,initiation_time_s_mean,development_constant,0.03038119246223941,-0.11572525170944692
spline_pca,8,initiation_time_s_mean,direct_context,0.009274765744360845,0.911536171936868
spline_pca,8,initiation_time_s_mean,latent_probe,0.02213934133666872,0.05843089238184185
spline_pca,8,initiation_time_s_sd,development_constant,0.01402803906771552,-0.046102410308510366
spline_pca,8,initiation_time_s_sd,direct_context,0.010928194745774574,0.4049732329750291
spline_pca,8,initiation_time_s_sd,latent_probe,0.012574035789800462,0.030614815102546045
spline_pca,8,max_lateral_deviation_mean,development_constant,0.21386675397295812,-0.1138153861432658
spline_pca,8,max_lateral_deviation_mean,direct_context,0.03830300779219764,0.9628798991285201
spline_pca,8,max_lateral_deviation_mean,latent_probe,0.18143701789603833,0.09603342771597223
spline_pca,8,max_lateral_deviation_sd,development_constant,0.10394045872296068,-0.2153357528484987
spline_pca,8,max_lateral_deviation_sd,direct_context,0.06695761603826796,0.27222326617259407
spline_pca,8,max_lateral_deviation_sd,latent_probe,0.10393371991756266,-0.2770310548346393
spline_pca,8,movement_time_s_mean,development_constant,0.048762006937175216,-0.09447728304811642
spline_pca,8,movement_time_s_mean,direct_context,0.011049426775781449,0.924468009833891
spline_pca,8,movement_time_s_mean,latent_probe,0.04328110529150373,-0.435758875029131
spline_pca,8,movement_time_s_sd,development_constant,0.03244078483683542,-0.10032126529847196
spline_pca,8,movement_time_s_sd,direct_context,0.027879019640692417,0.016574899146142075
spline_pca,8,movement_time_s_sd,latent_probe,0.03336965228925577,-0.17237956787375297
spline_pca,8,n_submovements_mean,development_constant,0.06645986803327505,-0.23439231723011722
spline_pca,8,n_submovements_mean,direct_context,0.021629173314821646,0.8830840832761294
spline_pca,8,n_submovements_mean,latent_probe,0.07003876767506778,-0.3467425566119655
spline_pca,8,n_submovements_sd,development_constant,0.13441114364911505,-0.2821818991505536
spline_pca,8,n_submovements_sd,direct_context,0.07928217167560737,0.4971890599313772
spline_pca,8,n_submovements_sd,latent_probe,0.1334737759413208,-0.20487429110661948
spline_pca,8,path_length_mean,development_constant,0.3690595943775106,-0.25916971379885756
spline_pca,8,path_length_mean,direct_context,0.16235443379203612,0.42588662239596453
spline_pca,8,path_length_mean,latent_probe,0.3350583745778374,-0.07711969020265497
spline_pca,8,path_length_sd,development_constant,0.672800730643301,-0.09305006053037967
spline_pca,8,path_length_sd,direct_context,0.43754868935823765,0.03083011909391009
spline_pca,8,path_length_sd,latent_probe,0.6647825223262862,-0.0910324753780214
spline_pca,8,peak_speed_tracker_units_s_mean,development_constant,11.875679048106917,-0.031971228408443464
spline_pca,8,peak_speed_tracker_units_s_mean,direct_context,1.734399404616129,0.976068255902536
spline_pca,8,peak_speed_tracker_units_s_mean,latent_probe,8.89009428095559,0.09425876470202987
spline_pca,8,peak_speed_tracker_units_s_sd,development_constant,2.646218813161273,-0.08942194549115734
spline_pca,8,peak_speed_tracker_units_s_sd,direct_context,1.7073778429041586,0.4666787750204573
spline_pca,8,peak_speed_tracker_units_s_sd,latent_probe,2.516611442488198,-0.3039032838425759
unconditional_vae,3,curvature_index_mean,development_constant,0.015715778847694335,-0.19878522204786497
unconditional_vae,3,curvature_index_mean,direct_context,0.008086585024790609,0.10352986469617198
unconditional_vae,3,curvature_index_mean,latent_probe,0.015025094066781174,-0.19789767493843202
unconditional_vae,3,curvature_index_sd,development_constant,0.054119437963674,-0.1235650321086268
unconditional_vae,3,curvature_index_sd,direct_context,0.039296494581096485,-0.11614150886887198
unconditional_vae,3,curvature_index_sd,latent_probe,0.05426678049761824,-0.11846478430619463
