model_family,latent_dim,seed,fold,subject,feature_view,n_features,mean_ks,energy_distance,mmd_rbf,reproduction_error
unconditional_vae,8,42,0,subject27,reduced,9,0.271604938271605,0.5227044178433591,0.11347488211264134,0.0
unconditional_vae,8,42,0,subject34,original,11,0.23434343434343435,0.379737824561559,0.06796061971437461,5.551115123125783e-17
unconditional_vae,8,42,0,subject34,reduced,9,0.20833333333333334,0.2321097114239996,0.04442733203943794,0.0
unconditional_vae,8,42,0,subject35,original,11,0.194661733615222,0.44844407434384204,0.07386849998922018,9.71445146547012e-17
unconditional_vae,8,42,0,subject35,reduced,9,0.2068690783807063,0.47583611427350636,0.08668517908313722,0.0
unconditional_vae,8,43,0,subject05,original,11,0.2212121212121212,0.28066517881413366,0.04981125905142636,6.245004513516506e-17
unconditional_vae,8,43,0,subject05,reduced,9,0.20586419753086418,0.22324992636327146,0.04692374960557477,0.0
unconditional_vae,8,43,0,subject13,original,11,0.19924242424242422,0.27815218504274686,0.04510844646370993,7.806255641895632e-17
unconditional_vae,8,43,0,subject13,reduced,9,0.1839506172839506,0.15258288259239228,0.030095358980357423,0.0
unconditional_vae,8,43,0,subject19,original,11,0.18762626262626264,0.23339579248648246,0.039916637885859085,8.326672684688674e-17
unconditional_vae,8,43,0,subject19,reduced,9,0.17901234567901236,0.14140152554113117,0.02539301991531584,0.0
unconditional_vae,8,43,0,subject24,original,11,0.1686868686868687,0.13136843310328583,0.011746218716193524,5.551115123125783e-17
unconditional_vae,8,43,0,subject24,reduced,9,0.16790123456790126,0.11401002115881864,0.012857481255598935,0.0
unconditional_vae,8,43,0,subject27,original,11,0.22954545454545452,0.49314897453153295,0.09605789852598612,8.847089727481716e-17
unconditional_vae,8,43,0,subject27,reduced,9,0.2561728395061728,0.5395689159982293,0.1209566926700717,0.0
unconditional_vae,8,43,0,subject34,original,11,0.20984848484848484,0.31990212982350696,0.059563162943721326,6.938893903907228e-17
unconditional_vae,8,43,0,subject34,reduced,9,0.19753086419753088,0.24647979543058351,0.05018733629016703,0.0
unconditional_vae,8,43,0,subject35,original,11,0.21839323467230445,0.4009240445457123,0.06982340207857629,9.71445146547012e-17
unconditional_vae,8,43,0,subject35,reduced,9,0.21714039621016365,0.3715187522711547,0.0733232601701993,0.0
unconditional_vae,8,44,0,subject05,original,11,0.2133838383838384,0.21550495307429696,0.03712897216992839,9.020562075079397e-17
unconditional_vae,8,44,0,subject05,reduced,9,0.21172839506172839,0.20970077696394185,0.04334450660722822,0.0
unconditional_vae,8,44,0,subject13,original,11,0.175,0.2022923815764477,0.0339567925905766,8.847089727481716e-17
unconditional_vae,8,44,0,subject13,reduced,9,0.16327160493827161,0.1218499835835205,0.02299314672254149,0.0
unconditional_vae,8,44,0,subject19,original,11,0.13813131313131313,0.08841990451047099,0.008160716398164958,9.71445146547012e-17
unconditional_vae,8,44,0,subject19,reduced,9,0.1435185185185185,0.08710233099626041,0.011700346883324109,0.0
unconditional_vae,8,44,0,subject24,original,11,0.14772727272727268,0.1316022866190032,0.011650533865964152,9.71445146547012e-17
unconditional_vae,8,44,0,subject24,reduced,9,0.13888888888888887,0.1067927670751323,0.011126979059669195,0.0
unconditional_vae,8,44,0,subject27,original,11,0.26010101010101006,0.5298906386694417,0.10274257750343618,8.326672684688674e-17
unconditional_vae,8,44,0,subject27,reduced,9,0.28271604938271605,0.5741120196365559,0.12736272149677574,0.0
unconditional_vae,8,44,0,subject34,original,11,0.23838383838383842,0.3252824717353593,0.056944440015440856,8.326672684688674e-17
unconditional_vae,8,44,0,subject34,reduced,9,0.22129629629629627,0.24232361585944862,0.04627477484261544,0.0
unconditional_vae,8,44,0,subject35,original,11,0.22137068357998588,0.4965881479937999,0.08368286879736586,6.938893903907228e-17
unconditional_vae,8,44,0,subject35,reduced,9,0.21950904392764856,0.474657190902779,0.09113722865897267,0.0
spline_pca,3,-1,1,subject08,original,11,0.5555555555555557,4.659246991509759,0.689194396596945,1.1102230246251565e-16
spline_pca,3,-1,1,subject08,reduced,9,0.5685185185185184,4.697334732999321,0.6827529634993144,0.0
spline_pca,3,-1,1,subject18,original,11,0.395959595959596,1.2965744581602698,0.25124039771525697,8.326672684688674e-17
spline_pca,3,-1,1,subject18,reduced,9,0.4274691358024691,1.335032281456051,0.28357578537252326,0.0
spline_pca,3,-1,1,subject23,original,11,0.2866161616161616,0.5409351508233335,0.11548595402937312,5.551115123125783e-17
spline_pca,3,-1,1,subject23,reduced,9,0.26049382716049385,0.30745742697297995,0.06682700398752184,0.0
spline_pca,3,-1,1,subject25,original,11,0.36287878787878786,1.050859164952818,0.1958268932146936,5.551115123125783e-17
spline_pca,3,-1,1,subject25,reduced,9,0.38858024691358023,1.0439417434848375,0.20685374827006509,0.0
spline_pca,3,-1,1,subject26,original,11,0.38282828282828285,1.532559046565634,0.2387521778422136,8.326672684688674e-17
spline_pca,3,-1,1,subject26,reduced,9,0.34413580246913583,1.2644478777373016,0.2214596182680988,0.0
spline_pca,3,-1,1,subject41,original,11,0.39329836829836834,1.7073258814630332,0.1978517498741854,5.551115123125783e-17
spline_pca,3,-1,1,subject41,reduced,9,0.37849002849002855,1.5495648852789645,0.18031417637912317,0.0
spline_pca,3,-1,1,subject43,original,11,0.30681818181818177,0.5276439457200941,0.11652505204700159,8.326672684688674e-17
spline_pca,3,-1,1,subject43,reduced,9,0.31080246913580245,0.4535466574252287,0.11268549316713639,0.0
spline_pca,8,-1,1,subject08,original,11,0.4459595959595959,2.702910502061363,0.3982248658403581,9.71445146547012e-17
spline_pca,8,-1,1,subject08,reduced,9,0.43672839506172845,2.6713469115528015,0.40371595979185054,0.0
spline_pca,8,-1,1,subject18,original,11,0.2505050505050505,0.6055816821500457,0.10406863746335404,5.551115123125783e-17
spline_pca,8,-1,1,subject18,reduced,9,0.28302469135802466,0.6353715480304549,0.13347343297612269,0.0
spline_pca,8,-1,1,subject23,original,11,0.22828282828282828,0.717525998681225,0.06720904615025924,8.326672684688674e-17
spline_pca,8,-1,1,subject23,reduced,9,0.2296296296296296,0.536741364875029,0.07590750391637902,0.0
spline_pca,8,-1,1,subject25,original,11,0.22954545454545458,0.4148019158517622,0.061508310157640356,8.326672684688674e-17
spline_pca,8,-1,1,subject25,reduced,9,0.23734567901234568,0.4275137656802035,0.06988631714735938,0.0
spline_pca,8,-1,1,subject26,original,11,0.3083333333333333,1.1899523535341903,0.1439004766678451,2.220446049250313e-16
spline_pca,8,-1,1,subject26,reduced,9,0.29845679012345677,1.047375724722278,0.1578469405026235,0.0
spline_pca,8,-1,1,subject41,original,11,0.3195221445221445,1.1815837454907943,0.08161854812939584,2.220446049250313e-16
spline_pca,8,-1,1,subject41,reduced,9,0.32792022792022796,1.1904098474350397,0.10261572059603585,0.0
spline_pca,8,-1,1,subject43,original,11,0.23282828282828286,0.6075734441469454,0.09071777252369784,8.326672684688674e-17
spline_pca,8,-1,1,subject43,reduced,9,0.24074074074074078,0.49545220411475466,0.10805922038275917,0.0
conditional_ae,3,42,1,subject08,original,11,0.5128787878787878,3.2900505165935305,0.5875898349313196,1.1102230246251565e-16
conditional_ae,3,42,1,subject08,reduced,9,0.5058641975308642,3.1505027934129095,0.6032934504461311,0.0
conditional_ae,3,42,1,subject18,original,11,0.3540404040404041,1.1914279982903708,0.21588558460685736,8.847089727481716e-17
conditional_ae,3,42,1,subject18,reduced,9,0.3873456790123456,1.25337020111753,0.24836281940053462,0.0
conditional_ae,3,42,1,subject23,original,11,0.2570707070707071,0.38463068096186026,0.06107729676752727,6.938893903907228e-17
conditional_ae,3,42,1,subject23,reduced,9,0.23672839506172838,0.26517340477377394,0.05581939502972855,0.0
conditional_ae,3,42,1,subject25,original,11,0.3525252525252525,0.8354249177935311,0.15383938921179818,8.326672684688674e-17
conditional_ae,3,42,1,subject25,reduced,9,0.3827160493827161,0.8250705488119463,0.1612670583972402,0.0
conditional_ae,3,42,1,subject26,original,11,0.3929292929292929,1.627448220261579,0.24293747725298376,8.326672684688674e-17
conditional_ae,3,42,1,subject26,reduced,9,0.34413580246913583,1.2529343970645272,0.2064068038696436,0.0
conditional_ae,3,42,1,subject41,original,11,0.40437062937062934,1.501759344797906,0.13593191311957586,5.551115123125783e-17
conditional_ae,3,42,1,subject41,reduced,9,0.3871794871794872,1.4099145589644717,0.1282792098513741,0.0
conditional_ae,3,42,1,subject43,original,11,0.2136363636363636,0.3111702703811847,0.05053956706173113,8.326672684688674e-17
conditional_ae,3,42,1,subject43,reduced,9,0.19660493827160497,0.22121149103613513,0.049586208791628894,0.0
conditional_ae,3,43,1,subject08,original,11,0.45277777777777783,2.5130994189705596,0.4392185490034507,4.440892098500626e-16
conditional_ae,3,43,1,subject08,reduced,9,0.4395061728395062,2.3448578200753247,0.44960181601154725,0.0
conditional_ae,3,43,1,subject18,original,11,0.37247474747474746,1.3403255245479948,0.2356901229713565,8.326672684688674e-17
conditional_ae,3,43,1,subject18,reduced,9,0.4074074074074074,1.4183205993973904,0.271025289367285,0.0
conditional_ae,3,43,1,subject23,original,11,0.2962121212121212,0.8349692740806596,0.13419691317875349,8.326672684688674e-17
conditional_ae,3,43,1,subject23,reduced,9,0.25277777777777777,0.41450540881788056,0.08984989027753032,0.0
conditional_ae,3,43,1,subject25,original,11,0.3424242424242424,1.0875109140321881,0.1934315267250064,2.220446049250313e-16
conditional_ae,3,43,1,subject25,reduced,9,0.38148148148148153,1.1025040732661906,0.20685673368757151,0.0
conditional_ae,3,43,1,subject26,original,11,0.36666666666666675,1.339897231123683,0.20528165731768744,8.326672684688674e-17
conditional_ae,3,43,1,subject26,reduced,9,0.3432098765432099,1.1903822234307189,0.195289405651629,0.0
conditional_ae,3,43,1,subject41,original,11,0.3814102564102564,1.433715109475961,0.12599230228605962,5.551115123125783e-17
conditional_ae,3,43,1,subject41,reduced,9,0.3674501424501424,1.2745008652480756,0.10406083372176556,0.0
conditional_ae,3,43,1,subject43,original,11,0.22525252525252526,0.41879574769009675,0.07564766851584548,8.326672684688674e-17
conditional_ae,3,43,1,subject43,reduced,9,0.21666666666666667,0.3963674289249264,0.08666879227666413,0.0
conditional_ae,3,44,1,subject08,original,11,0.5075757575757577,2.8507790800567276,0.5244504501816684,4.440892098500626e-16
conditional_ae,3,44,1,subject08,reduced,9,0.5243827160493827,2.8490531353886266,0.5458512638409168,0.0
conditional_ae,3,44,1,subject18,original,11,0.3876262626262626,1.3589065438698875,0.2372556496582089,7.806255641895632e-17
conditional_ae,3,44,1,subject18,reduced,9,0.41820987654320985,1.436219956164979,0.27302966351624514,0.0
conditional_ae,3,44,1,subject23,original,11,0.27702020202020206,0.4517676787447851,0.07273480221433726,8.326672684688674e-17
conditional_ae,3,44,1,subject23,reduced,9,0.24660493827160496,0.25748596393376433,0.05421959541787946,0.0
conditional_ae,3,44,1,subject25,original,11,0.3585858585858586,1.1664585134083723,0.2030140483806686,2.220446049250313e-16
conditional_ae,3,44,1,subject25,reduced,9,0.379320987654321,1.1724586190958277,0.21186431623901025,0.0
conditional_ae,3,44,1,subject26,original,11,0.3707070707070707,1.4344831322874385,0.20999024021058732,2.220446049250313e-16
conditional_ae,3,44,1,subject26,reduced,9,0.32006172839506175,1.1077506537186625,0.1745269249751814,0.0
conditional_ae,3,44,1,subject41,original,11,0.38682983682983685,1.5069683671904333,0.14063057871774076,5.551115123125783e-17
conditional_ae,3,44,1,subject41,reduced,9,0.36759259259259264,1.3743053985752067,0.12479836584911985,0.0
conditional_ae,3,44,1,subject43,original,11,0.22146464646464648,0.3161615280461243,0.05805630560402153,8.326672684688674e-17
conditional_ae,3,44,1,subject43,reduced,9,0.23055555555555557,0.3312081861271796,0.07224837612601342,0.0
conditional_ae,8,42,1,subject08,original,11,0.3037878787878788,0.980516599715556,0.17214868990265852,5.551115123125783e-17
conditional_ae,8,42,1,subject08,reduced,9,0.32499999999999996,1.0339960641733397,0.19467798892974097,0.0
conditional_ae,8,42,1,subject18,original,11,0.2078282828282828,0.4332242465462466,0.07413670657905413,5.551115123125783e-17
conditional_ae,8,42,1,subject18,reduced,9,0.21666666666666667,0.45095769704005706,0.09215591744868679,0.0
conditional_ae,8,42,1,subject23,original,11,0.19141414141414143,0.2578915169140883,0.05570883080728817,8.326672684688674e-17
conditional_ae,8,42,1,subject23,reduced,9,0.20864197530864198,0.26316461514550094,0.06742930484607601,0.0
conditional_ae,8,42,1,subject25,original,11,0.2133838383838384,0.5000218017243725,0.0771490996888573,9.71445146547012e-17
conditional_ae,8,42,1,subject25,reduced,9,0.2296296296296296,0.5226385224728238,0.08846021519149283,0.0
conditional_ae,8,42,1,subject26,original,11,0.20479797979797978,0.4754101964380717,0.05680718776821969,9.020562075079397e-17
conditional_ae,8,42,1,subject26,reduced,9,0.21666666666666667,0.4908055968159495,0.06894696716901039,0.0
conditional_ae,8,42,1,subject41,original,11,0.3057109557109557,0.9785543029637127,0.04567478076595588,1.1102230246251565e-16
conditional_ae,8,42,1,subject41,reduced,9,0.33447293447293447,1.007906893509054,0.060492495731343965,0.0
conditional_ae,8,42,1,subject43,original,11,0.2244949494949495,0.3269073836336984,0.06576332932015683,5.551115123125783e-17
conditional_ae,8,42,1,subject43,reduced,9,0.2123456790123457,0.2917673103373928,0.0763475277071497,0.0
conditional_ae,8,43,1,subject08,original,11,0.3762626262626263,1.2356221395688602,0.19293830791016608,8.326672684688674e-17
conditional_ae,8,43,1,subject08,reduced,9,0.34413580246913583,1.0999812142164505,0.18188577925995653,0.0
conditional_ae,8,43,1,subject18,original,11,0.25707070707070706,0.7492331601132283,0.13728248656001163,8.326672684688674e-17
conditional_ae,8,43,1,subject18,reduced,9,0.26481481481481484,0.7440650538135469,0.15906142167713844,0.0
conditional_ae,8,43,1,subject23,original,11,0.20707070707070707,0.3486027602060999,0.06791989557071887,8.326672684688674e-17
conditional_ae,8,43,1,subject23,reduced,9,0.2138888888888889,0.32199637311556195,0.07419326613567667,0.0
conditional_ae,8,43,1,subject25,original,11,0.2366161616161616,0.3287098634946255,0.052931611742335516,8.326672684688674e-17
conditional_ae,8,43,1,subject25,reduced,9,0.24475308641975305,0.33892772283806494,0.06128907155065677,0.0
conditional_ae,8,43,1,subject26,original,11,0.24090909090909085,0.6559448672601054,0.08067617001786764,7.632783294297951e-17
conditional_ae,8,43,1,subject26,reduced,9,0.23240740740740742,0.5963079135380962,0.08344500678184608,0.0
conditional_ae,8,43,1,subject41,original,11,0.3284965034965035,1.0087216537332124,0.051176375164504906,5.551115123125783e-17
conditional_ae,8,43,1,subject41,reduced,9,0.34722222222222215,1.0459670052710237,0.06756000640521997,0.0
conditional_ae,8,43,1,subject43,original,11,0.22121212121212122,0.4142042926062044,0.06936929210130927,6.938893903907228e-17
conditional_ae,8,43,1,subject43,reduced,9,0.21080246913580247,0.33225368179224635,0.07637163771974653,0.0
conditional_ae,8,44,1,subject08,original,11,0.3795454545454545,1.6133206359710304,0.2896266328418857,8.847089727481716e-17
conditional_ae,8,44,1,subject08,reduced,9,0.37160493827160496,1.6194729908468486,0.3141477158192275,0.0
conditional_ae,8,44,1,subject18,original,11,0.2255050505050505,0.5042524766871717,0.0921800611316057,8.326672684688674e-17
conditional_ae,8,44,1,subject18,reduced,9,0.23240740740740742,0.4850869366328485,0.10433266097003668,0.0
conditional_ae,8,44,1,subject23,original,11,0.2295454545454545,0.5114175305617481,0.1037533381923933,5.551115123125783e-17
conditional_ae,8,44,1,subject23,reduced,9,0.24845679012345676,0.5247286679376364,0.12502989670914488,0.0
conditional_ae,8,44,1,subject25,original,11,0.24393939393939396,0.46287692907343914,0.07029631080930698,8.326672684688674e-17
conditional_ae,8,44,1,subject25,reduced,9,0.26481481481481484,0.49333825913142393,0.08221079378818386,0.0
conditional_ae,8,44,1,subject26,original,11,0.25202020202020203,0.5582765831599716,0.07537355077807273,8.326672684688674e-17
conditional_ae,8,44,1,subject26,reduced,9,0.2540123456790124,0.5563273848562447,0.08631524454562345,0.0
conditional_ae,8,44,1,subject41,original,11,0.31736596736596734,1.1492105859405903,0.07648080361677956,8.326672684688674e-17
conditional_ae,8,44,1,subject41,reduced,9,0.3453703703703703,1.1892735381806014,0.09491833544500228,0.0
conditional_ae,8,44,1,subject43,original,11,0.2154040404040404,0.42217847460492397,0.08023685948117565,8.326672684688674e-17
conditional_ae,8,44,1,subject43,reduced,9,0.21172839506172839,0.3861067952082209,0.09858657623238898,0.0
cvae,3,42,1,subject08,original,11,0.4848484848484849,2.858002874850647,0.5140259673250326,7.806255641895632e-17
cvae,3,42,1,subject08,reduced,9,0.5089506172839505,2.8588713090921285,0.5335444084797958,0.0
cvae,3,42,1,subject18,original,11,0.35353535353535354,1.3311394636841718,0.2441066585792433,5.551115123125783e-17
cvae,3,42,1,subject18,reduced,9,0.38302469135802464,1.3868400699027958,0.2754875656571377,0.0
cvae,3,42,1,subject23,original,11,0.2633838383838384,0.40721198870736286,0.06651786825877615,5.551115123125783e-17
cvae,3,42,1,subject23,reduced,9,0.23765432098765432,0.22398275462270378,0.045088358893562774,0.0
cvae,3,42,1,subject25,original,11,0.34065656565656566,0.8846997753513319,0.16607984680820298,8.326672684688674e-17
cvae,3,42,1,subject25,reduced,9,0.37037037037037035,0.8782675825536259,0.17589426982064127,0.0
cvae,3,42,1,subject26,original,11,0.3888888888888889,1.577302226723611,0.24761209930491457,8.326672684688674e-17
cvae,3,42,1,subject26,reduced,9,0.346604938271605,1.2634896762599426,0.2182878538033728,0.0
cvae,3,42,1,subject41,original,11,0.4081585081585082,1.6793342862422884,0.1792213881254845,5.551115123125783e-17
cvae,3,42,1,subject41,reduced,9,0.38625356125356125,1.5075585730929761,0.15610878374611414,0.0
cvae,3,42,1,subject43,original,11,0.2255050505050505,0.34310294677759945,0.06254655538267839,9.71445146547012e-17
cvae,3,42,1,subject43,reduced,9,0.21790123456790123,0.3124775767512178,0.06454552201857178,0.0
cvae,3,43,1,subject08,original,11,0.43737373737373736,2.393556569429508,0.4129194107783021,6.938893903907228e-17
cvae,3,43,1,subject08,reduced,9,0.4444444444444444,2.326510458947283,0.4175578213234231,0.0
cvae,3,43,1,subject18,original,11,0.34469696969696967,1.1969810506630956,0.21209069284973947,8.326672684688674e-17
cvae,3,43,1,subject18,reduced,9,0.374074074074074,1.2681890157800018,0.24638815493140254,0.0
cvae,3,43,1,subject23,original,11,0.24040404040404043,0.314438667107503,0.04837306064286662,8.326672684688674e-17
cvae,3,43,1,subject23,reduced,9,0.2228395061728395,0.2015062179763305,0.037699857504897016,0.0
cvae,3,43,1,subject25,original,11,0.3242424242424242,1.061322911877972,0.18698054441672307,8.326672684688674e-17
cvae,3,43,1,subject25,reduced,9,0.35524691358024696,1.0698969986508113,0.19631495160459878,0.0
cvae,3,43,1,subject26,original,11,0.369949494949495,1.4280004836639413,0.21522526809806275,7.632783294297951e-17
cvae,3,43,1,subject26,reduced,9,0.329320987654321,1.1042886850033988,0.17927870801184775,0.0
cvae,3,43,1,subject41,original,11,0.3191724941724941,1.3175222195839802,0.10340501858321327,6.938893903907228e-17
cvae,3,43,1,subject41,reduced,9,0.3230769230769231,1.2579159358854817,0.10038080860600229,0.0
cvae,3,43,1,subject43,original,11,0.1967171717171717,0.25171377658518823,0.04072194732211398,8.326672684688674e-17
cvae,3,43,1,subject43,reduced,9,0.20092592592592592,0.25575426865760376,0.0493278429278482,0.0
cvae,3,44,1,subject08,original,11,0.5328282828282828,3.02676580662016,0.5639226017390891,9.020562075079397e-17
cvae,3,44,1,subject08,reduced,9,0.5132716049382716,2.8480534930685675,0.5593061423070143,0.0
cvae,3,44,1,subject18,original,11,0.347979797979798,1.2178751835509214,0.21829213039194073,5.551115123125783e-17
cvae,3,44,1,subject18,reduced,9,0.3774691358024691,1.2830645408477563,0.2510730897775181,0.0
cvae,3,44,1,subject23,original,11,0.25404040404040407,0.41823950596380355,0.06481794503746141,8.326672684688674e-17
cvae,3,44,1,subject23,reduced,9,0.2299382716049383,0.2139712808240808,0.042542548419195025,0.0
cvae,3,44,1,subject25,original,11,0.31717171717171716,0.8168918218439019,0.14194174399536286,5.551115123125783e-17
cvae,3,44,1,subject25,reduced,9,0.3558641975308642,0.8246674562896397,0.1514168382656571,0.0
cvae,3,44,1,subject26,original,11,0.3623737373737374,1.3796933338084076,0.21020999220182746,5.551115123125783e-17
cvae,3,44,1,subject26,reduced,9,0.3253086419753086,1.0669255439985372,0.17628415624101945,0.0
cvae,3,44,1,subject41,original,11,0.36299533799533795,1.4422138397300772,0.13035067211845242,5.551115123125783e-17
cvae,3,44,1,subject41,reduced,9,0.34309116809116813,1.2826229479978961,0.1077939830180269,0.0
cvae,3,44,1,subject43,original,11,0.20303030303030303,0.2584837465566938,0.04255872503216962,8.326672684688674e-17
cvae,3,44,1,subject43,reduced,9,0.19691358024691358,0.2512385986069412,0.04836390837195814,0.0
cvae,8,42,1,subject08,original,11,0.347979797979798,1.3749342650877283,0.24099504502477764,5.551115123125783e-17
cvae,8,42,1,subject08,reduced,9,0.3682098765432099,1.4140819480902618,0.2620487065783329,0.0
cvae,8,42,1,subject18,original,11,0.26742424242424245,0.6757471965259207,0.11651701218117527,8.326672684688674e-17
cvae,8,42,1,subject18,reduced,9,0.2830246913580246,0.6958966341011101,0.13313180002871683,0.0
cvae,8,42,1,subject23,original,11,0.1691919191919192,0.1588149130015566,0.021089954499144525,8.326672684688674e-17
cvae,8,42,1,subject23,reduced,9,0.18518518518518523,0.15662143824603003,0.02580826750762999,0.0
cvae,8,42,1,subject25,original,11,0.26590909090909093,0.4383517306551554,0.06363919449757183,5.551115123125783e-17
cvae,8,42,1,subject25,reduced,9,0.2685185185185185,0.4563075944055388,0.07218636344017992,0.0
cvae,8,42,1,subject26,original,11,0.2959595959595959,0.9994013172263512,0.13971464575889314,7.632783294297951e-17
cvae,8,42,1,subject26,reduced,9,0.2771604938271605,0.8312226218863543,0.12769309373473336,0.0
cvae,8,42,1,subject41,original,11,0.33362470862470867,1.1475752674376474,0.07097102454363491,5.551115123125783e-17
cvae,8,42,1,subject41,reduced,9,0.35163817663817665,1.1827979402988982,0.08785355428213737,0.0
cvae,8,42,1,subject43,original,11,0.16085858585858584,0.15827256553061808,0.0209175003255192,8.326672684688674e-17
cvae,8,42,1,subject43,reduced,9,0.15679012345679014,0.15484928272108656,0.026311358454859102,0.0
cvae,8,43,1,subject08,original,11,0.34494949494949495,1.5551350380432587,0.2764587846055183,9.71445146547012e-17
cvae,8,43,1,subject08,reduced,9,0.38364197530864197,1.6379796980335026,0.3075629312518821,0.0
cvae,8,43,1,subject18,original,11,0.26515151515151514,0.6118714536062133,0.10325606048849012,8.326672684688674e-17
cvae,8,43,1,subject18,reduced,9,0.27746913580246907,0.6508520662075008,0.12536090315112702,0.0
cvae,8,43,1,subject23,original,11,0.17121212121212118,0.101297765045679,0.010829933839351602,5.551115123125783e-17
cvae,8,43,1,subject23,reduced,9,0.18796296296296294,0.10212429171826054,0.014546187000545885,0.0
cvae,8,43,1,subject25,original,11,0.26085858585858585,0.49941807377672287,0.07348340770862727,6.938893903907228e-17
cvae,8,43,1,subject25,reduced,9,0.287037037037037,0.5415652368835504,0.08923181165089833,0.0
cvae,8,43,1,subject26,original,11,0.2628787878787879,0.8570017529925247,0.12209221604385978,8.326672684688674e-17
cvae,8,43,1,subject26,reduced,9,0.2558641975308642,0.7872460703783206,0.12327664820272277,0.0
cvae,8,43,1,subject41,original,11,0.30996503496503497,1.1659228743923244,0.07117733453200226,5.551115123125783e-17
cvae,8,43,1,subject41,reduced,9,0.331980056980057,1.232116552051537,0.09799433450324146,0.0
cvae,8,43,1,subject43,original,11,0.14696969696969694,0.12055805530609787,0.009410932529987592,9.194034422677078e-17
cvae,8,43,1,subject43,reduced,9,0.14074074074074072,0.0911468054430351,0.008774428843885573,0.0
cvae,8,44,1,subject08,original,11,0.3752525252525253,1.8248109494229143,0.3241132693198726,8.847089727481716e-17
cvae,8,44,1,subject08,reduced,9,0.3867283950617284,1.898186751854928,0.3566842100924812,0.0
cvae,8,44,1,subject18,original,11,0.268939393939394,0.594641040860413,0.10183607188598232,8.326672684688674e-17
cvae,8,44,1,subject18,reduced,9,0.279320987654321,0.581826406509582,0.11291248691613198,0.0
cvae,8,44,1,subject23,original,11,0.1717171717171717,0.21903606476723647,0.03565292126416675,8.326672684688674e-17
cvae,8,44,1,subject23,reduced,9,0.1962962962962963,0.23279065033252078,0.046106556485819294,0.0
cvae,8,44,1,subject25,original,11,0.23383838383838382,0.4125277815576638,0.05924839900247347,8.326672684688674e-17
cvae,8,44,1,subject25,reduced,9,0.25771604938271603,0.43582074616436906,0.06759238815443713,0.0
cvae,8,44,1,subject26,original,11,0.2669191919191919,0.7946042137063367,0.10982185376941345,8.326672684688674e-17
cvae,8,44,1,subject26,reduced,9,0.2617283950617284,0.7235699462609757,0.11070428294599388,0.0
cvae,8,44,1,subject41,original,11,0.30320512820512824,1.0051409765948587,0.04202976157253557,2.220446049250313e-16
cvae,8,44,1,subject41,reduced,9,0.3254273504273504,1.037434611482973,0.05703567320744074,0.0
cvae,8,44,1,subject43,original,11,0.17398989898989897,0.1759657127335026,0.02357281583188353,8.326672684688674e-17
cvae,8,44,1,subject43,reduced,9,0.17098765432098767,0.16161611845598634,0.027468974883656516,0.0
unconditional_vae,3,42,1,subject08,original,11,0.48005050505050506,2.834031404257007,0.511688029171865,5.551115123125783e-17
unconditional_vae,3,42,1,subject08,reduced,9,0.4632716049382716,2.6986734967485035,0.5263454942349969,0.0
unconditional_vae,3,42,1,subject18,original,11,0.33434343434343433,1.1141363990186441,0.20125633961011236,2.220446049250313e-16
unconditional_vae,3,42,1,subject18,reduced,9,0.3632716049382716,1.16646243941286,0.2300075937394942,0.0
unconditional_vae,3,42,1,subject23,original,11,0.24898989898989898,0.3485306656564746,0.05470050279431227,6.938893903907228e-17
unconditional_vae,3,42,1,subject23,reduced,9,0.23796296296296296,0.22047924558147214,0.04321912903405534,0.0
unconditional_vae,3,42,1,subject25,original,11,0.373989898989899,0.8654497217122157,0.16537912842592928,8.326672684688674e-17
unconditional_vae,3,42,1,subject25,reduced,9,0.37962962962962965,0.8486971048013654,0.17287067796143718,0.0
unconditional_vae,3,42,1,subject26,original,11,0.40328282828282835,1.7041129406687827,0.2661318444046754,8.326672684688674e-17
unconditional_vae,3,42,1,subject26,reduced,9,0.3469135802469136,1.24746554740114,0.2190641464536075,0.0
unconditional_vae,3,42,1,subject41,original,11,0.3662004662004662,1.5709384981876648,0.15817884372584,5.551115123125783e-17
unconditional_vae,3,42,1,subject41,reduced,9,0.3655270655270655,1.4599261031213544,0.1468947455979257,0.0
unconditional_vae,3,42,1,subject43,original,11,0.21136363636363634,0.23281728496798149,0.035316949239483586,8.326672684688674e-17
unconditional_vae,3,42,1,subject43,reduced,9,0.20339506172839505,0.21204064110174015,0.03892931067131866,0.0
unconditional_vae,3,43,1,subject08,original,11,0.48207070707070704,2.9388091769416596,0.518719214093996,4.440892098500626e-16
unconditional_vae,3,43,1,subject08,reduced,9,0.5009259259259259,2.9035615683445273,0.5322411782483703,0.0
unconditional_vae,3,43,1,subject18,original,11,0.3580808080808081,1.1195221630844432,0.19528217037978435,7.806255641895632e-17
unconditional_vae,3,43,1,subject18,reduced,9,0.3774691358024691,1.1775530927097129,0.22482445599585377,0.0
unconditional_vae,3,43,1,subject23,original,11,0.2535353535353535,0.3795192929528324,0.05752875657303502,5.551115123125783e-17
unconditional_vae,3,43,1,subject23,reduced,9,0.23364197530864195,0.2209284084400629,0.0437768288342647,0.0
unconditional_vae,3,43,1,subject25,original,11,0.3547979797979798,1.044551783627187,0.18157946906256006,8.326672684688674e-17
unconditional_vae,3,43,1,subject25,reduced,9,0.37530864197530867,1.0468611703098003,0.1893190056932983,0.0
