model_family,latent_dim,seed,fold,subject,feature_view,n_features,mean_ks,energy_distance,mmd_rbf,reproduction_error
cvae,8,43,0,subject35,original,11,0.23729739252995072,0.38586382696280674,0.06623309538424993,8.326672684688674e-17
cvae,8,43,0,subject35,reduced,9,0.24267872523686482,0.388892037411138,0.07462849247837178,0.0
cvae,8,44,0,subject05,original,11,0.22601010101010097,0.23362662652729327,0.039647581903125007,8.326672684688674e-17
cvae,8,44,0,subject05,reduced,9,0.22407407407407406,0.2202118160048281,0.04618316545752199,0.0
cvae,8,44,0,subject13,original,11,0.20025252525252527,0.18256430098493182,0.028525949453110266,6.938893903907228e-17
cvae,8,44,0,subject13,reduced,9,0.1925925925925926,0.1534034139543894,0.029751439669631896,0.0
cvae,8,44,0,subject19,original,11,0.15984848484848485,0.11535075497176939,0.01390568071983922,8.326672684688674e-17
cvae,8,44,0,subject19,reduced,9,0.16358024691358025,0.11411196179067051,0.01814597604149104,0.0
cvae,8,44,0,subject24,original,11,0.17398989898989897,0.1727541536024777,0.020704183458192138,8.326672684688674e-17
cvae,8,44,0,subject24,reduced,9,0.15956790123456793,0.11032308154221848,0.01231354570923704,0.0
cvae,8,44,0,subject27,original,11,0.23863636363636365,0.5135483838588146,0.10017792290029348,8.326672684688674e-17
cvae,8,44,0,subject27,reduced,9,0.26141975308641974,0.5566712117320924,0.12344571043902186,0.0
cvae,8,44,0,subject34,original,11,0.22575757575757577,0.37907251117757523,0.06970912709382471,5.551115123125783e-17
cvae,8,44,0,subject34,reduced,9,0.21203703703703702,0.314607486068041,0.06357008519473162,0.0
cvae,8,44,0,subject35,original,11,0.22256871035940806,0.549227151990892,0.09496719202483561,8.326672684688674e-17
cvae,8,44,0,subject35,reduced,9,0.24390611541774332,0.5794397909738858,0.11276273066810105,0.0
unconditional_vae,3,42,0,subject05,original,11,0.27954545454545454,0.5908719459258682,0.12144350853547625,7.806255641895632e-17
unconditional_vae,3,42,0,subject05,reduced,9,0.2777777777777778,0.5935579940394673,0.1436311317171075,0.0
unconditional_vae,3,42,0,subject13,original,11,0.176010101010101,0.16797905672037716,0.024549880842308025,8.326672684688674e-17
unconditional_vae,3,42,0,subject13,reduced,9,0.170679012345679,0.12082698085688914,0.021557301688652997,0.0
unconditional_vae,3,42,0,subject19,original,11,0.1957070707070707,0.2568865982362891,0.04900062569239538,9.71445146547012e-17
unconditional_vae,3,42,0,subject19,reduced,9,0.21790123456790123,0.2789366718526103,0.06287924260451194,0.0
unconditional_vae,3,42,0,subject24,original,11,0.1888888888888889,0.16679549506597757,0.020550617184214026,8.326672684688674e-17
