model_family,latent_dim,fold,subject,feature_view,mean_ks,energy_distance,mmd_rbf
conditional_ae,8,0,subject19,original,0.31843434343434346,0.759395825157179,0.15870527849430172
conditional_ae,8,0,subject19,reduced,0.3203703703703704,0.6353869172907373,0.16774858706372422
conditional_ae,8,0,subject24,original,0.1791245791245791,0.2106683887968502,0.03965556020667301
conditional_ae,8,0,subject24,reduced,0.19310699588477365,0.2201346975742524,0.048384913756483384
conditional_ae,8,0,subject27,original,0.25117845117845117,0.6440452319273415,0.12847725401757637
conditional_ae,8,0,subject27,reduced,0.26491769547325106,0.6702920502877828,0.14953350267326182
conditional_ae,8,0,subject34,original,0.26675084175084174,0.7476061883884104,0.13687013433865233
conditional_ae,8,0,subject34,reduced,0.23878600823045262,0.4926352555063341,0.11982698082756005
conditional_ae,8,0,subject35,original,0.2162555790462767,0.4598411144814145,0.07527667259668717
conditional_ae,8,0,subject35,reduced,0.2217987367212173,0.47302344078598857,0.08367634386037115
conditional_ae,8,1,subject08,original,0.35319865319865323,1.2764864584184823,0.21823787688490345
conditional_ae,8,1,subject08,reduced,0.3469135802469136,1.2511500897455463,0.23023716133630834
conditional_ae,8,1,subject18,original,0.2301346801346801,0.5622366277822155,0.10119975142355715
conditional_ae,8,1,subject18,reduced,0.23796296296296296,0.5600365624954842,0.11851666669862064
conditional_ae,8,1,subject23,original,0.2093434343434343,0.3726372692273121,0.07579402152346677
conditional_ae,8,1,subject23,reduced,0.2236625514403292,0.3699632187328998,0.08888415589696586
conditional_ae,8,1,subject25,original,0.23131313131313133,0.43053619809747906,0.06679234074683327
conditional_ae,8,1,subject25,reduced,0.24639917695473249,0.4516348348141042,0.07732002684344448
conditional_ae,8,1,subject26,original,0.23257575757575755,0.5632105489527163,0.07095230285472003
conditional_ae,8,1,subject26,reduced,0.2343621399176955,0.5478136317367635,0.07956907283215997
conditional_ae,8,1,subject41,original,0.3171911421911422,1.045495514212505,0.05777731984908011
conditional_ae,8,1,subject41,reduced,0.342355175688509,1.0810491456535598,0.07432361252718873
conditional_ae,8,1,subject43,original,0.22037037037037036,0.3877633836149423,0.07178982696754725
conditional_ae,8,1,subject43,reduced,0.21162551440329216,0.33670926244595334,0.08376858055309507
conditional_ae,8,2,subject01,original,0.18114478114478114,0.23004109393667718,0.04250474436865533
conditional_ae,8,2,subject01,reduced,0.177880658436214,0.21357781601555192,0.045298501785112
conditional_ae,8,2,subject04,original,0.21043771043771042,0.29367072554389484,0.05991038967197696
conditional_ae,8,2,subject04,reduced,0.21265432098765433,0.2672476824584895,0.0648290435760771
conditional_ae,8,2,subject10,original,0.30328282828282827,0.6848904321911441,0.15036433752678144
conditional_ae,8,2,subject10,reduced,0.30072016460905354,0.5396066191765589,0.1351185629150673
conditional_ae,8,2,subject12,original,0.32954545454545453,1.2374148544498855,0.22858417237006856
conditional_ae,8,2,subject12,reduced,0.29259259259259257,0.8026727147009544,0.18868446969624628
conditional_ae,8,2,subject15,original,0.25798433775961865,0.451091055541849,0.09408844599413464
conditional_ae,8,2,subject15,reduced,0.23618393674573449,0.32383386190370134,0.07934671226380974
conditional_ae,8,2,subject21,original,0.306986531986532,0.5980243422336554,0.11511847054293722
conditional_ae,8,2,subject21,reduced,0.292798353909465,0.4355762597982107,0.09516724941850281
conditional_ae,8,2,subject36,original,0.19806397306397305,0.3323151714691874,0.06515472062807286
conditional_ae,8,2,subject36,reduced,0.19845679012345677,0.28307172517431517,0.06848156853225822
conditional_ae,8,3,subject02,original,0.35202020202020196,1.3364948278105582,0.25799379646171494
conditional_ae,8,3,subject02,reduced,0.30246913580246915,0.7115414123558187,0.16915945779706387
conditional_ae,8,3,subject11,original,0.269023569023569,0.808501563514854,0.15129497759727992
conditional_ae,8,3,subject11,reduced,0.26934156378600826,0.7736362465485453,0.17207264766228544
conditional_ae,8,3,subject22,original,0.2138047138047138,0.332142993933166,0.06439378883629243
conditional_ae,8,3,subject22,reduced,0.22109053497942388,0.3355341500708531,0.07414641831749887
conditional_ae,8,3,subject30,original,0.24175084175084172,0.47275735154431286,0.09294241980078459
conditional_ae,8,3,subject30,reduced,0.2504115226337449,0.4963404254095831,0.12050749338289439
conditional_ae,8,3,subject33,original,0.15397153351698806,0.18510891136313598,0.023307292834127136
conditional_ae,8,3,subject33,reduced,0.15347923681257014,0.16765032708120886,0.02823296398383705
conditional_ae,8,3,subject37,original,0.23291245791245793,0.5265655198271607,0.08872240801885294
conditional_ae,8,3,subject37,reduced,0.2522633744855967,0.5571942804170611,0.10876006731365295
conditional_ae,8,3,subject40,original,0.29074074074074074,0.6922797184842748,0.12464665691015109
conditional_ae,8,3,subject40,reduced,0.2960905349794239,0.6094184777194046,0.14253153102481744
cvae,3,0,subject05,original,0.2975589225589226,0.6919739908768414,0.13874626428473355
cvae,3,0,subject05,reduced,0.2986625514403292,0.7148102403298718,0.1734288071591488
cvae,3,0,subject13,original,0.1733164983164983,0.1766528562282829,0.02516329913114949
cvae,3,0,subject13,reduced,0.1675925925925926,0.1392313968942013,0.027443086808990696
cvae,3,0,subject19,original,0.20092592592592592,0.26960099264397214,0.05159598218255738
cvae,3,0,subject19,reduced,0.22479423868312756,0.2788894491203915,0.06298696771820793
cvae,3,0,subject24,original,0.18089225589225588,0.18193298654323176,0.025069435759728125
cvae,3,0,subject24,reduced,0.1795267489711934,0.15135832024045395,0.02610386444938184
cvae,3,0,subject27,original,0.27525252525252525,0.8258120311387728,0.16916964580301508
cvae,3,0,subject27,reduced,0.30493827160493825,0.8721304809176341,0.2011423000137947
cvae,3,0,subject34,original,0.2722222222222222,0.5910234424655023,0.10977577915259995
cvae,3,0,subject34,reduced,0.2521604938271605,0.4262040152175112,0.09216218081596328
cvae,3,0,subject35,original,0.21299624148461357,0.4062658756522904,0.06951075532839623
cvae,3,0,subject35,reduced,0.22917743324720072,0.3997201797049336,0.07678189635099957
