model_family,latent_dim,fold,subject,feature_view,mean_ks,energy_distance,mmd_rbf
spline_pca,8,2,subject15,original,0.1946033367381682,0.29538949863072617,0.06557839508036267
spline_pca,8,2,subject15,reduced,0.18275072825634622,0.20855653151290854,0.050864161367558
spline_pca,8,2,subject21,original,0.2972222222222222,0.7743620064652799,0.1430560936446701
spline_pca,8,2,subject21,reduced,0.3003086419753086,0.7437393745011613,0.15579513839320924
spline_pca,8,2,subject36,original,0.2128787878787879,0.32843569500397685,0.07198747199519595
spline_pca,8,2,subject36,reduced,0.23487654320987655,0.3265801142658984,0.08559393980656971
spline_pca,8,3,subject02,original,0.38636363636363635,1.7135540405228098,0.27248955584622725
spline_pca,8,3,subject02,reduced,0.31296296296296294,0.6885392955847704,0.1359654483989059
spline_pca,8,3,subject11,original,0.19318181818181818,0.3331355184953786,0.04784677044701002
spline_pca,8,3,subject11,reduced,0.1987654320987654,0.3081201270426783,0.05657072090701187
spline_pca,8,3,subject22,original,0.2308080808080808,0.42228261178936854,0.0850932936236718
spline_pca,8,3,subject22,reduced,0.23580246913580247,0.3958783388630347,0.08785392055161934
spline_pca,8,3,subject30,original,0.21691919191919196,0.4992895625245124,0.0888949413824599
spline_pca,8,3,subject30,reduced,0.22067901234567902,0.41956359436500534,0.10397163763847517
spline_pca,8,3,subject33,original,0.23539944903581267,0.4694221820143163,0.04684379415227102
spline_pca,8,3,subject33,reduced,0.23745791245791248,0.34582904218320376,0.05289460365130694
spline_pca,8,3,subject37,original,0.24772727272727274,0.6803365479205219,0.10499298335573382
spline_pca,8,3,subject37,reduced,0.241358024691358,0.5609675680305015,0.11350395486918163
spline_pca,8,3,subject40,original,0.17499999999999996,0.33332556174321226,0.047812116265852245
spline_pca,8,3,subject40,reduced,0.18055555555555555,0.25882166263826534,0.05819433104581939
unconditional_vae,3,0,subject05,original,0.2961279461279462,0.6422720290471736,0.12729482371319012
unconditional_vae,3,0,subject05,reduced,0.2968106995884774,0.6370239671708963,0.15165239000839417
unconditional_vae,3,0,subject13,original,0.17441077441077443,0.18295838755591434,0.02639633214802743
unconditional_vae,3,0,subject13,reduced,0.16604938271604938,0.11967828644042762,0.021902572000968384
unconditional_vae,3,0,subject19,original,0.19924242424242422,0.24453097230253373,0.047048348406846796
unconditional_vae,3,0,subject19,reduced,0.21862139917695475,0.2549995446758094,0.05674996268702418
unconditional_vae,3,0,subject24,original,0.188973063973064,0.16528340683681883,0.022007155740239037
unconditional_vae,3,0,subject24,reduced,0.17849794238683125,0.12562678165456567,0.019991104735212484
unconditional_vae,3,0,subject27,original,0.2820707070707071,0.8091038957097637,0.16412876481627295
unconditional_vae,3,0,subject27,reduced,0.3081275720164609,0.857773761364951,0.19710885183121474
unconditional_vae,3,0,subject34,original,0.29301346801346795,0.6818458827680071,0.12920549427104677
unconditional_vae,3,0,subject34,reduced,0.27109053497942387,0.477258640476772,0.10527163964304938
unconditional_vae,3,0,subject35,original,0.22138242894056848,0.40458034455810354,0.06892915424716006
unconditional_vae,3,0,subject35,reduced,0.2359532012632788,0.4028981422663131,0.07870552907836618
unconditional_vae,3,1,subject08,original,0.47819865319865323,2.7563056090105564,0.4967963662617336
unconditional_vae,3,1,subject08,reduced,0.48878600823045265,2.703133333368657,0.5150696792192988
unconditional_vae,3,1,subject18,original,0.35648148148148145,1.204472450022168,0.21559025618274297
unconditional_vae,3,1,subject18,reduced,0.3840534979423868,1.2666878383248938,0.24787130185198103
unconditional_vae,3,1,subject23,original,0.2526936026936027,0.3580874563016249,0.05497846018656283
unconditional_vae,3,1,subject23,reduced,0.23652263374485596,0.21421058014088926,0.04113465260511543
unconditional_vae,3,1,subject25,original,0.35816498316498313,0.8894868631915207,0.16000900693851516
unconditional_vae,3,1,subject25,reduced,0.37098765432098774,0.8824119280051518,0.16728270265077486
unconditional_vae,3,1,subject26,original,0.4023569023569024,1.6247802806574285,0.24779418484671642
unconditional_vae,3,1,subject26,reduced,0.35051440329218103,1.2312091229574853,0.20840528699323904
unconditional_vae,3,1,subject41,original,0.3655788655788656,1.4813638162352778,0.13896209190726713
unconditional_vae,3,1,subject41,reduced,0.35557929724596393,1.3603504867221645,0.12387468917249984
unconditional_vae,3,1,subject43,original,0.2237373737373737,0.29877927901565604,0.05117012995540349
unconditional_vae,3,1,subject43,reduced,0.2220164609053498,0.29178569823750156,0.05880479448862649
unconditional_vae,3,2,subject01,original,0.2356060606060606,0.41745936577775655,0.07680641379348004
unconditional_vae,3,2,subject01,reduced,0.18148148148148147,0.16627938212716295,0.028898102890941118
unconditional_vae,3,2,subject04,original,0.2223905723905724,0.3110230768922224,0.058294115888138855
unconditional_vae,3,2,subject04,reduced,0.1845679012345679,0.17088655239248451,0.0338346523875559
unconditional_vae,3,2,subject10,original,0.26944444444444443,0.528664157241043,0.10237870725723024
unconditional_vae,3,2,subject10,reduced,0.24032921810699584,0.34915299920304116,0.07600492757049078
unconditional_vae,3,2,subject12,original,0.26405723905723905,0.6707800160289951,0.1235159184369042
unconditional_vae,3,2,subject12,reduced,0.2585390946502058,0.6237043803031015,0.1333253117782487
unconditional_vae,3,2,subject15,original,0.20555839291794345,0.3150380915013374,0.057297419120562666
unconditional_vae,3,2,subject15,reduced,0.2074455541684006,0.26559701040329564,0.055267567654261406
unconditional_vae,3,2,subject21,original,0.4071548821548821,1.1984694863923202,0.23370106839717086
unconditional_vae,3,2,subject21,reduced,0.3587448559670782,0.6594965212386331,0.14391663955782283
unconditional_vae,3,2,subject36,original,0.25774410774410766,0.5391502695220708,0.10388335110163686
unconditional_vae,3,2,subject36,reduced,0.27448559670781897,0.565020509728329,0.12512490256534745
unconditional_vae,3,3,subject02,original,0.35429292929292927,1.0166296872868699,0.19539413992067525
unconditional_vae,3,3,subject02,reduced,0.3391975308641975,0.7370441392065739,0.16818519156901257
unconditional_vae,3,3,subject11,original,0.20917508417508415,0.747911631729251,0.13028532125302664
unconditional_vae,3,3,subject11,reduced,0.22448559670781895,0.7942347145005102,0.15552453312289474
unconditional_vae,3,3,subject22,original,0.2260942760942761,0.3351551178156664,0.059913215127654317
unconditional_vae,3,3,subject22,reduced,0.22818930041152263,0.3320626794580379,0.06940361047786059
unconditional_vae,3,3,subject30,original,0.29924242424242425,0.6374951411891486,0.12172539536540872
unconditional_vae,3,3,subject30,reduced,0.30565843621399175,0.5939682275064766,0.13257329484558822
unconditional_vae,3,3,subject33,original,0.26212121212121214,0.3982428744655658,0.06592180407950872
unconditional_vae,3,3,subject33,reduced,0.23989898989898992,0.295595474347696,0.0516484583829249
unconditional_vae,3,3,subject37,original,0.4166666666666667,1.648927593731118,0.2932686450834879
unconditional_vae,3,3,subject37,reduced,0.38868312757201645,1.453923470819193,0.28897180847822485
unconditional_vae,3,3,subject40,original,0.2464646464646465,0.4230625301822138,0.07564823867121521
unconditional_vae,3,3,subject40,reduced,0.23415637860082303,0.37850124683301506,0.07328157859935995
unconditional_vae,8,0,subject05,original,0.21498316498316497,0.27338118959496754,0.05202458764160837
unconditional_vae,8,0,subject05,reduced,0.21594650205761315,0.2647037201891343,0.06040874200635119
unconditional_vae,8,0,subject13,original,0.19402356902356901,0.2364355793287777,0.038690048051994864
unconditional_vae,8,0,subject13,reduced,0.18569958847736623,0.15198802575711565,0.030758806735849076
unconditional_vae,8,0,subject19,original,0.18644781144781142,0.1962381576305471,0.03260322312556999
unconditional_vae,8,0,subject19,reduced,0.18343621399176954,0.16543829291640919,0.03461137670743627
unconditional_vae,8,0,subject24,original,0.15235690235690236,0.1277445465756369,0.012591237860748561
unconditional_vae,8,0,subject24,reduced,0.14948559670781894,0.11218274092104297,0.013656949160235743
unconditional_vae,8,0,subject27,original,0.2445286195286195,0.49856278466806564,0.09585668448692874
unconditional_vae,8,0,subject27,reduced,0.27016460905349793,0.5454617844927148,0.12059809875982959
unconditional_vae,8,0,subject34,original,0.22752525252525255,0.3416408087068084,0.0614894075578456
unconditional_vae,8,0,subject34,reduced,0.2090534979423868,0.24030437423801057,0.04696314772407347
unconditional_vae,8,0,subject35,original,0.21147521728917076,0.4486520889611181,0.07579159028838744
unconditional_vae,8,0,subject35,reduced,0.21450617283950615,0.44067068581581337,0.0837152226374364
unconditional_vae,8,1,subject08,original,0.3669191919191919,1.5141055917473347,0.26178158763487885
unconditional_vae,8,1,subject08,reduced,0.3631687242798354,1.4951290709482759,0.2781022709235321
unconditional_vae,8,1,subject18,original,0.25303030303030305,0.6181205144582345,0.10675614110400455
unconditional_vae,8,1,subject18,reduced,0.2650205761316872,0.6134118647817733,0.11955075788512477
unconditional_vae,8,1,subject23,original,0.1818181818181818,0.16066797140624875,0.02447265880900969
unconditional_vae,8,1,subject23,reduced,0.19783950617283952,0.15791074663828134,0.028942244703708542
unconditional_vae,8,1,subject25,original,0.23644781144781146,0.35026931993773697,0.05075336000030765
unconditional_vae,8,1,subject25,reduced,0.2508230452674897,0.3697480892390231,0.060507812231613944
unconditional_vae,8,1,subject26,original,0.27634680134680134,0.8471894431103352,0.11628870630668615
unconditional_vae,8,1,subject26,reduced,0.26522633744855967,0.7634742666614485,0.11701528454575705
unconditional_vae,8,1,subject41,original,0.3187062937062937,1.082873168647563,0.055930734464611685
unconditional_vae,8,1,subject41,reduced,0.3370607787274454,1.1191276968915262,0.07206591457314686
unconditional_vae,8,1,subject43,original,0.16254208754208752,0.16508005374498205,0.020974809149332845
unconditional_vae,8,1,subject43,reduced,0.15401234567901234,0.12650334851906356,0.019258046459170692
unconditional_vae,8,2,subject01,original,0.14082491582491583,0.14813746323894708,0.025399735258013128
unconditional_vae,8,2,subject01,reduced,0.14146090534979425,0.14433578026149294,0.027550745289119383
unconditional_vae,8,2,subject04,original,0.15538720538720538,0.12197046223900676,0.01749273358301025
unconditional_vae,8,2,subject04,reduced,0.14969135802469136,0.10846077209912479,0.017551673807703838
unconditional_vae,8,2,subject10,original,0.18863636363636363,0.20994955183049488,0.036158826538026746
unconditional_vae,8,2,subject10,reduced,0.19259259259259257,0.18318507805241468,0.03312429417845567
unconditional_vae,8,2,subject12,original,0.2537037037037037,0.5873170110148987,0.1094477161028516
unconditional_vae,8,2,subject12,reduced,0.23899176954732512,0.49107566966608057,0.10864257115663278
unconditional_vae,8,2,subject15,original,0.18834411531040743,0.22605336192056077,0.03701700641934014
unconditional_vae,8,2,subject15,reduced,0.1728603134970176,0.14406397071108504,0.02397248507415628
unconditional_vae,8,2,subject21,original,0.2805555555555556,0.5187610875465474,0.09451535112140004
unconditional_vae,8,2,subject21,reduced,0.25164609053497944,0.34316166209158244,0.06758864763173338
unconditional_vae,8,2,subject36,original,0.13005050505050506,0.08444959611745,0.0057628855461783575
unconditional_vae,8,2,subject36,reduced,0.13827160493827162,0.08768372346890141,0.009554515346157736
unconditional_vae,8,3,subject02,original,0.2914141414141414,0.8378651348133285,0.1477795224480524
unconditional_vae,8,3,subject02,reduced,0.262962962962963,0.5098140419538651,0.10542542704942963
unconditional_vae,8,3,subject11,original,0.21245791245791246,0.5836443081821824,0.09640519406933035
unconditional_vae,8,3,subject11,reduced,0.22294238683127574,0.6232243816293314,0.12263939072730674
unconditional_vae,8,3,subject22,original,0.2064814814814815,0.28737255849256,0.05307229544671599
unconditional_vae,8,3,subject22,reduced,0.20833333333333334,0.2790243329177087,0.05680990875764813
unconditional_vae,8,3,subject30,original,0.1687710437710438,0.18446758476842437,0.02792636131024247
unconditional_vae,8,3,subject30,reduced,0.18353909465020576,0.20134757051835894,0.038936400714216446
unconditional_vae,8,3,subject33,original,0.1664830119375574,0.18915254793555084,0.02569688809166737
unconditional_vae,8,3,subject33,reduced,0.17842312008978678,0.1915090457780487,0.031450565653542616
unconditional_vae,8,3,subject37,original,0.21018518518518517,0.3821641955565296,0.06254537592327807
unconditional_vae,8,3,subject37,reduced,0.22139917695473252,0.38269088295881826,0.07345632074808232
unconditional_vae,8,3,subject40,original,0.20294612794612796,0.28613804735008824,0.04345180182646121
unconditional_vae,8,3,subject40,reduced,0.21224279835390947,0.276769228946592,0.0519794201061301
