latent_dim,arm,mean_ks,energy_distance,mmd_rbf
3,own,0.27779451273687794,0.7454307783136663,0.13093505803964905
3,population,0.3109560833500485,1.0159188309381268,0.17450236863530175
3,wrong,0.33797733877547065,1.2726853628030663,0.22027265406197527
8,own,0.21940400159869475,0.43045115897281766,0.06749342391175364
8,population,0.2896360483553454,0.918600412692724,0.14899264398398965
8,wrong,0.317203387682925,1.1959025980465143,0.19948932849439097
