latent_dim,ks_mj_fit_error,ks_mj_first_duration_s,ks_mj_first_amplitude,ks_mj_secondary_amplitude_fraction,ks_mj_mean_overlap_pct,count_total_variation,count_jsd,count_total_variation_bic,count_jsd_bic
3,0.33902488547608745,0.4549663272471608,0.3774485428293894,0.2865426323209835,0.26706661953101724,0.21389053011897277,0.0760384516369381,0.17890263002295925,0.05856555797514585
8,0.307813482088371,0.4092010758067722,0.3513339100679054,0.28558938146408747,0.2683546241620451,0.23226287891332315,0.08670546103141029,0.15753526455447023,0.042671091789308294
