dim,model_a,model_b,metric,fold,mean_b_minus_a
8,conditional_ae,unconditional_vae,mean_ks,1,0.00024050024050025924
8,conditional_ae,unconditional_vae,mean_ks,2,-0.06427760753603451
8,conditional_ae,unconditional_vae,mean_ks,3,-0.04221216493943768
8,conditional_ae,unconditional_vae,ks_n_submovements,0,-0.014285714285714271
8,conditional_ae,unconditional_vae,ks_n_submovements,1,0.010052910052910074
8,conditional_ae,unconditional_vae,ks_n_submovements,2,-0.016931216931216915
8,conditional_ae,unconditional_vae,ks_n_submovements,3,-0.0142857142857143
8,conditional_ae,unconditional_vae,energy_distance,0,-0.3462797942964957
8,conditional_ae,unconditional_vae,energy_distance,1,0.014277151820968928
8,conditional_ae,unconditional_vae,energy_distance,2,-0.2758298773511983
8,conditional_ae,unconditional_vae,energy_distance,3,-0.22900664419697128
8,conditional_ae,unconditional_vae,mmd_rbf,0,-0.07445112556687564
8,conditional_ae,unconditional_vae,mmd_rbf,1,-0.0036550632544681003
8,conditional_ae,unconditional_vae,mmd_rbf,2,-0.06141871807625811
8,conditional_ae,unconditional_vae,mmd_rbf,3,-0.049489128763350744
8,conditional_ae,spline_pca,trajectory_mse,0,-0.0038484677636238663
8,conditional_ae,spline_pca,trajectory_mse,1,0.006316096361103879
8,conditional_ae,spline_pca,trajectory_mse,2,8.4471358949371e-05
8,conditional_ae,spline_pca,trajectory_mse,3,-0.015333689816839814
8,conditional_ae,spline_pca,movement_time_mae_ms,0,9.192941269817291
8,conditional_ae,spline_pca,movement_time_mae_ms,1,8.412718422348588
8,conditional_ae,spline_pca,movement_time_mae_ms,2,10.478997085406531
8,conditional_ae,spline_pca,movement_time_mae_ms,3,2.077770726136991
8,conditional_ae,spline_pca,initiation_time_mae_ms,0,19.50110980150455
8,conditional_ae,spline_pca,initiation_time_mae_ms,1,21.429228007889737
8,conditional_ae,spline_pca,initiation_time_mae_ms,2,21.791508088744592
8,conditional_ae,spline_pca,initiation_time_mae_ms,3,0.12331233729583906
8,conditional_ae,spline_pca,mean_ks,0,-0.007679787912346061
8,conditional_ae,spline_pca,mean_ks,1,0.031549931549931555
8,conditional_ae,spline_pca,mean_ks,2,-0.029605174268095606
8,conditional_ae,spline_pca,mean_ks,3,-0.0098320871048144
8,conditional_ae,spline_pca,ks_n_submovements,0,0.09312169312169315
8,conditional_ae,spline_pca,ks_n_submovements,1,0.006084656084656114
8,conditional_ae,spline_pca,ks_n_submovements,2,0.05793650793650797
8,conditional_ae,spline_pca,ks_n_submovements,3,0.084992784992785
8,conditional_ae,spline_pca,energy_distance,0,0.13356389582269584
8,conditional_ae,spline_pca,energy_distance,1,0.39736623451581055
8,conditional_ae,spline_pca,energy_distance,2,-0.08689688979982067
8,conditional_ae,spline_pca,energy_distance,3,0.01392787693323674
8,conditional_ae,spline_pca,mmd_rbf,0,0.008737915548624624
8,conditional_ae,spline_pca,mmd_rbf,1,0.04067203095463466
8,conditional_ae,spline_pca,mmd_rbf,2,-0.017168387644048533
8,conditional_ae,spline_pca,mmd_rbf,3,-0.015618269340853844
8,conditional_ae,condition_ridge,trajectory_mse,0,0.9439121874000056
8,conditional_ae,condition_ridge,trajectory_mse,1,1.475917253030263
8,conditional_ae,condition_ridge,trajectory_mse,2,1.144045979913243
8,conditional_ae,condition_ridge,trajectory_mse,3,1.2674342646258157
8,conditional_ae,condition_ridge,movement_time_mae_ms,0,31.590052188434438
8,conditional_ae,condition_ridge,movement_time_mae_ms,1,34.838542304088236
8,conditional_ae,condition_ridge,movement_time_mae_ms,2,34.234514043081234
8,conditional_ae,condition_ridge,movement_time_mae_ms,3,19.56434277366495
8,conditional_ae,condition_ridge,initiation_time_mae_ms,0,83.02310073127528
8,conditional_ae,condition_ridge,initiation_time_mae_ms,1,48.34183635043327
8,conditional_ae,condition_ridge,initiation_time_mae_ms,2,63.866712050897085
8,conditional_ae,condition_ridge,initiation_time_mae_ms,3,39.23797148674292
8,conditional_ae,condition_ridge,mean_ks,0,0.009913923286016313
8,conditional_ae,condition_ridge,mean_ks,1,0.0507853257853258
8,conditional_ae,condition_ridge,mean_ks,2,0.003684247504472208
8,conditional_ae,condition_ridge,mean_ks,3,0.009929380383925835
8,conditional_ae,condition_ridge,ks_n_submovements,0,0.004894179894179898
8,conditional_ae,condition_ridge,ks_n_submovements,1,0.016666666666666666
8,conditional_ae,condition_ridge,ks_n_submovements,2,-0.01878306878306878
8,conditional_ae,condition_ridge,ks_n_submovements,3,0.0032106782106782156
8,conditional_ae,condition_ridge,energy_distance,0,0.061093187000037526
8,conditional_ae,condition_ridge,energy_distance,1,0.5949569758616419
8,conditional_ae,condition_ridge,energy_distance,2,0.06769695607468544
8,conditional_ae,condition_ridge,energy_distance,3,0.07024316960650094
8,conditional_ae,condition_ridge,mmd_rbf,0,0.004607358888374369
8,conditional_ae,condition_ridge,mmd_rbf,1,0.05952710021440181
8,conditional_ae,condition_ridge,mmd_rbf,2,0.0006959862083879216
8,conditional_ae,condition_ridge,mmd_rbf,3,-0.005954786331508773
8,unconditional_vae,spline_pca,trajectory_mse,0,-0.008194640754337986
8,unconditional_vae,spline_pca,trajectory_mse,1,-0.004879851864034793
8,unconditional_vae,spline_pca,trajectory_mse,2,-0.0030976384465249427
8,unconditional_vae,spline_pca,trajectory_mse,3,-0.02668617675311488
8,unconditional_vae,spline_pca,movement_time_mae_ms,0,9.846208425223713
8,unconditional_vae,spline_pca,movement_time_mae_ms,1,8.155139666696515
8,unconditional_vae,spline_pca,movement_time_mae_ms,2,11.021192742691765
8,unconditional_vae,spline_pca,movement_time_mae_ms,3,2.987030440945314
8,unconditional_vae,spline_pca,initiation_time_mae_ms,0,18.092215043516738
8,unconditional_vae,spline_pca,initiation_time_mae_ms,1,23.97823776149009
8,unconditional_vae,spline_pca,initiation_time_mae_ms,2,27.411968349049523
8,unconditional_vae,spline_pca,initiation_time_mae_ms,3,8.921286647348493
8,unconditional_vae,spline_pca,mean_ks,0,0.06033116323813998
8,unconditional_vae,spline_pca,mean_ks,1,0.03130943130943129
8,unconditional_vae,spline_pca,mean_ks,2,0.03467243326793891
8,unconditional_vae,spline_pca,mean_ks,3,0.03238007783462328
8,unconditional_vae,spline_pca,ks_n_submovements,0,0.10740740740740742
8,unconditional_vae,spline_pca,ks_n_submovements,1,-0.003968253968253961
8,unconditional_vae,spline_pca,ks_n_submovements,2,0.07486772486772487
8,unconditional_vae,spline_pca,ks_n_submovements,3,0.0992784992784993
8,unconditional_vae,spline_pca,energy_distance,0,0.4798436901191915
8,unconditional_vae,spline_pca,energy_distance,1,0.3830890826948416
8,unconditional_vae,spline_pca,energy_distance,2,0.1889329875513776
8,unconditional_vae,spline_pca,energy_distance,3,0.24293452113020803
8,unconditional_vae,spline_pca,mmd_rbf,0,0.08318904111550028
8,unconditional_vae,spline_pca,mmd_rbf,1,0.04432709420910275
8,unconditional_vae,spline_pca,mmd_rbf,2,0.044250330432209585
8,unconditional_vae,spline_pca,mmd_rbf,3,0.03387085942249691
8,unconditional_vae,condition_ridge,trajectory_mse,0,0.9395660144092913
8,unconditional_vae,condition_ridge,trajectory_mse,1,1.4647213048051244
8,unconditional_vae,condition_ridge,trajectory_mse,2,1.1408638701077687
8,unconditional_vae,condition_ridge,trajectory_mse,3,1.2560817776895405
8,unconditional_vae,condition_ridge,movement_time_mae_ms,0,32.24331934384087
8,unconditional_vae,condition_ridge,movement_time_mae_ms,1,34.580963548436166
8,unconditional_vae,condition_ridge,movement_time_mae_ms,2,34.776709700366474
8,unconditional_vae,condition_ridge,movement_time_mae_ms,3,20.473602488473272
8,unconditional_vae,condition_ridge,initiation_time_mae_ms,0,81.61420597328745
8,unconditional_vae,condition_ridge,initiation_time_mae_ms,1,50.89084610403362
8,unconditional_vae,condition_ridge,initiation_time_mae_ms,2,69.487172311202
8,unconditional_vae,condition_ridge,initiation_time_mae_ms,3,48.03594579679558
8,unconditional_vae,condition_ridge,mean_ks,0,0.07792487443650235
8,unconditional_vae,condition_ridge,mean_ks,1,0.05054482554482555
8,unconditional_vae,condition_ridge,mean_ks,2,0.06796185504050672
8,unconditional_vae,condition_ridge,mean_ks,3,0.05214154532336351
8,unconditional_vae,condition_ridge,ks_n_submovements,0,0.01917989417989417
8,unconditional_vae,condition_ridge,ks_n_submovements,1,0.006613756613756591
8,unconditional_vae,condition_ridge,ks_n_submovements,2,-0.0018518518518518654
8,unconditional_vae,condition_ridge,ks_n_submovements,3,0.017496392496392513
8,unconditional_vae,condition_ridge,energy_distance,0,0.40737298129653315
8,unconditional_vae,condition_ridge,energy_distance,1,0.580679824040673
8,unconditional_vae,condition_ridge,energy_distance,2,0.3435268334258837
8,unconditional_vae,condition_ridge,energy_distance,3,0.2992498138034722
8,unconditional_vae,condition_ridge,mmd_rbf,0,0.07905848445525002
8,unconditional_vae,condition_ridge,mmd_rbf,1,0.0631821634688699
8,unconditional_vae,condition_ridge,mmd_rbf,2,0.062114704284646036
8,unconditional_vae,condition_ridge,mmd_rbf,3,0.04353434243184199
8,spline_pca,condition_ridge,trajectory_mse,0,0.9477606551636292
8,spline_pca,condition_ridge,trajectory_mse,1,1.4696011566691596
8,spline_pca,condition_ridge,trajectory_mse,2,1.1439615085542936
8,spline_pca,condition_ridge,trajectory_mse,3,1.2827679544426556
8,spline_pca,condition_ridge,movement_time_mae_ms,0,22.397110918617148
8,spline_pca,condition_ridge,movement_time_mae_ms,1,26.425823881739653
8,spline_pca,condition_ridge,movement_time_mae_ms,2,23.755516957674708
8,spline_pca,condition_ridge,movement_time_mae_ms,3,17.48657204752796
8,spline_pca,condition_ridge,initiation_time_mae_ms,0,63.521990929770716
8,spline_pca,condition_ridge,initiation_time_mae_ms,1,26.912608342543535
8,spline_pca,condition_ridge,initiation_time_mae_ms,2,42.075203962152486
8,spline_pca,condition_ridge,initiation_time_mae_ms,3,39.114659149447085
8,spline_pca,condition_ridge,mean_ks,0,0.017593711198362373
8,spline_pca,condition_ridge,mean_ks,1,0.019235394235394252
8,spline_pca,condition_ridge,mean_ks,2,0.033289421772567815
8,spline_pca,condition_ridge,mean_ks,3,0.019761467488740237
8,spline_pca,condition_ridge,ks_n_submovements,0,-0.08822751322751324
8,spline_pca,condition_ridge,ks_n_submovements,1,0.010582010582010554
8,spline_pca,condition_ridge,ks_n_submovements,2,-0.07671957671957676
8,spline_pca,condition_ridge,ks_n_submovements,3,-0.08178210678210678
8,spline_pca,condition_ridge,energy_distance,0,-0.07247070882265831
8,spline_pca,condition_ridge,energy_distance,1,0.19759074134583138
8,spline_pca,condition_ridge,energy_distance,2,0.15459384587450611
8,spline_pca,condition_ridge,energy_distance,3,0.056315292673264225
8,spline_pca,condition_ridge,mmd_rbf,0,-0.004130556660250255
8,spline_pca,condition_ridge,mmd_rbf,1,0.018855069259767144
8,spline_pca,condition_ridge,mmd_rbf,2,0.017864373852436454
8,spline_pca,condition_ridge,mmd_rbf,3,0.009663483009345072
