run,family,dim,fold,seed,epoch,epochs_run,checkpoint_sha256,max_timing_error,max_mse_error,encoder_swap_change,decoder_swap_change,encoder_condition0_gradient,decoder_condition0_gradient,encoder_condition1_gradient,decoder_condition1_gradient,encoder_condition2_gradient,decoder_condition2_gradient,encoder_condition3_gradient,decoder_condition3_gradient,encoder_condition4_gradient,decoder_condition4_gradient
cvae\fold3\cvae_z3_seed43,cvae,3,3,43,2,51,311de979a801bd97efc36b98c85a793129f61d3cbbc0779c156e692e0bc9e232,1.4874649068019608e-08,4.558715822611248e-07,0.10106015205383301,0.2480926513671875,1.1172938346862793,25.456722259521484,3.875990390777588,58.48361587524414,1.2816671133041382,20.350696563720703,0.8848862648010254,87.80467224121094,1.9376813173294067,39.128753662109375
cvae\fold3\cvae_z3_seed44,cvae,3,3,44,40,65,ae39bbc0e5f07880c1105277f5528bf174472447ec1fe50dbb6022595a0c3d0d,4.133605946421426e-08,1.5078735327023196e-07,0.2674574851989746,0.6319522857666016,0.9037861824035645,124.29098510742188,1.4953148365020752,82.5170669555664,0.8717739582061768,162.4630126953125,0.5356643795967102,115.00211334228516,0.9942737817764282,73.012451171875
cvae\fold3\cvae_z4_seed42,cvae,4,3,42,34,59,d2f67628a3ec07699188a5a5410b4dcc4f2a9df77582a8976698bc7c9f8c56b2,4.8368835381396025e-08,4.5532226522482233e-07,0.3320438861846924,0.5528229475021362,1.0598158836364746,131.6042938232422,0.6352227926254272,188.4617462158203,0.5636507272720337,35.34275436401367,1.358040452003479,37.32463455200195,0.5760199427604675,190.17088317871094
cvae\fold3\cvae_z4_seed43,cvae,4,3,43,48,73,0b380bbd4d5b8b5ec0202daf04349e597d3fa2eb9eeb1a8ea2cf61d53425131b,3.583221430680794e-08,2.469482431877168e-07,0.1632481813430786,0.5090895891189575,1.1670291423797607,284.9001159667969,1.0278886556625366,232.7564697265625,0.7281462550163269,176.94921875,0.9957860112190247,54.55259704589844,0.5895403623580933,161.0647735595703
cvae\fold3\cvae_z4_seed44,cvae,4,3,44,43,68,55f94a8aecc2831cd6b790fa0d881b636c19c7e195d5694a3462c06701053d6b,4.8544311681553154e-08,3.4704589779721573e-07,0.26547273993492126,0.5748724937438965,1.1339308023452759,155.96298217773438,1.5348299741744995,156.99623107910156,1.7315486669540405,77.42474365234375,0.844724714756012,37.7853889465332,1.592424988746643,140.04714965820312
cvae\fold3\cvae_z8_seed42,cvae,8,3,42,73,98,0a07a588573266b4d29382206075e67dacc12a9f1283577650d94322c6539fd1,7.157897963239179e-08,4.60357667542155e-08,0.16128230094909668,0.4910576343536377,2.263678550720215,430.3674011230469,4.050968647003174,337.9324951171875,5.578989028930664,339.6879577636719,1.8925719261169434,47.50957489013672,3.7846767902374268,403.7897644042969
cvae\fold3\cvae_z8_seed43,cvae,8,3,43,79,104,896101d211d2cd3391738770ef6982ac619d35c50cbad69045ad5bb4567464d9,3.57238770121171e-07,3.628082279050204e-08,0.1596362590789795,0.36408042907714844,0.8371226191520691,319.35028076171875,1.1087454557418823,329.7301025390625,3.6911191940307617,300.6446228027344,1.0181509256362915,63.939476013183594,2.389854907989502,603.196533203125
cvae\fold3\cvae_z8_seed44,cvae,8,3,44,70,95,84f453896cf5213db208777c9725e79c115f434bde5ba2fcb13dc3e9b35b19f5,1.9937133810543628e-07,2.502670293225151e-08,0.15381303429603577,0.6777162551879883,3.2892470359802246,296.2774658203125,2.6896567344665527,326.7038269042969,6.783156871795654,280.1037902832031,2.4838995933532715,104.70811462402344,5.524270534515381,305.91131591796875
unconditional_vae\fold0\unconditional_vae_z3_seed42,unconditional_vae,3,0,42,101,126,e0d6f3a9da958c8b261e0f81eda08a02ac5e7eff30dc4ff9594b760c6a08e683,2.8310394251107596e-08,1.0026550301134307e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold0\unconditional_vae_z3_seed43,unconditional_vae,3,0,43,93,118,f9ddd35c786cc2e01faf1c9529b6e0ab5e1b061fe73849969249b1f83d82e618,2.6638793948485784e-08,2.0837402203710553e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold0\unconditional_vae_z3_seed44,unconditional_vae,3,0,44,89,114,3e78a0a763ea98d76db3f82b236ff1b12eb0028305e5d413bd5b3e99fa2eb4ee,4.405517572969586e-08,4.7436523598065605e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold0\unconditional_vae_z8_seed42,unconditional_vae,8,0,42,65,90,20908fc0c564e0e343cc28e336dda966f40e54fc45b14c2205c2023b29b4d386,4.8414611875102764e-08,6.2179565385456215e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold0\unconditional_vae_z8_seed43,unconditional_vae,8,0,43,111,136,2dc143ab4d6522842ae8ff28b86d9f2aec2b32eb029512a79298814d3ac0e9f4,2.9401397649841954e-08,2.6968383748382507e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold0\unconditional_vae_z8_seed44,unconditional_vae,8,0,44,149,150,0e5871e07e65226589b128b900d47199126ebc4bf27c47a42ba92ea072f18c41,2.9116821287367145e-08,2.5400543224307626e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold1\unconditional_vae_z3_seed42,unconditional_vae,3,1,42,66,91,171f1697168e8c21d8891460b03387aa67e9e3c9e3df9e1e370e6dda593be140,2.9016876235132827e-08,2.141418455892108e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold1\unconditional_vae_z3_seed43,unconditional_vae,3,1,43,86,111,4ed4b8faaed51cb721205a913318815f9c2526316f9e877b6b906ed9e711298c,5.737304697994716e-08,2.1365356417391013e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold1\unconditional_vae_z3_seed44,unconditional_vae,3,1,44,37,62,5dec4d408220540821f374208e58f7fbfc02439fd8731caede422dac0170b7e6,2.6163482713670305e-08,6.249999984220267e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold1\unconditional_vae_z8_seed42,unconditional_vae,8,1,42,104,129,126858a83dfcc92e161c9a7b37cb276c6ebdeb728447a37a4851878007fddf34,4.703216549550859e-08,2.9216766339601463e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold1\unconditional_vae_z8_seed43,unconditional_vae,8,1,43,98,123,a15eb5fee5db1978f329dd3f208447e155f9f3bf39a07e2f6dd3c1a3f635a8dc,5.0865173406577924e-08,2.223358164243905e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold1\unconditional_vae_z8_seed44,unconditional_vae,8,1,44,77,102,efb99aaee356afbf55addb42f45f39af6e609753d14479d03565527f59450914,4.4825744671683765e-08,3.9686584463183294e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold2\unconditional_vae_z3_seed42,unconditional_vae,3,2,42,80,105,76cc920df6dbe04c3bf1a494f01ca59ac02ff18a155a60b93873fa54b935f151,2.6966095023617243e-08,4.755249030097275e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold2\unconditional_vae_z3_seed43,unconditional_vae,3,2,43,96,121,bf17895077fa0ca12e7b523f0809f0cdd357a72a013bfc107200f5ee075b8dc3,4.03717042019025e-08,4.368896489026497e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold2\unconditional_vae_z3_seed44,unconditional_vae,3,2,44,85,110,190eeb33f0f365139d11177a30efb3035b6ae188da2e6b85f88021d6db48a771,2.9347228980292073e-08,3.7152099530146643e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold2\unconditional_vae_z8_seed42,unconditional_vae,8,2,42,107,132,c6532dd4cb071327f4e4fdb8f4016efa2da65bc30132461bdfab6cae3e39ab81,4.8033142130421425e-08,2.761230466497011e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold2\unconditional_vae_z8_seed43,unconditional_vae,8,2,43,119,144,8d0815a461434c44942b10e37913118cecf7088b78fd3037c977a157c1179cfa,3.589782715529566e-08,4.910125728230241e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold2\unconditional_vae_z8_seed44,unconditional_vae,8,2,44,92,117,b4f9946723c3db1d13f719dac501520f1f55cf93170a27ee7c49309e92610d85,4.5907592838290157e-08,2.269287113776386e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold3\unconditional_vae_z3_seed42,unconditional_vae,3,3,42,36,61,a7e16220099567c4cec26e17f3065ea07c85e2ecc788998b1ac24743f3702ec9,2.8662109352595166e-08,2.6251220752726567e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold3\unconditional_vae_z3_seed43,unconditional_vae,3,3,43,28,53,aff6f3e7f3f990dca7d2cfb43421a530ae310d9997df0c8a95993e8281c5bd94,3.833007795606136e-07,4.401855466795723e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold3\unconditional_vae_z3_seed44,unconditional_vae,3,3,44,51,76,eb2a879a083433385fe165f22d26c2fc7b3a1f63de12f39a3f2e70622cae9fec,3.8365173260501706e-08,3.887939445945676e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold3\unconditional_vae_z8_seed42,unconditional_vae,8,3,42,39,64,411c24344b3e58f78755142acaa99768dee011e9082ac6f19a13056dd9b6a483,2.35107421531211e-07,2.8566741971935983e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold3\unconditional_vae_z8_seed43,unconditional_vae,8,3,43,80,105,621baafc8fdcc5053863b490a716b3a09416a971463d470f473d152c2d88b352,4.323730475874754e-07,4.6765136652027195e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unconditional_vae\fold3\unconditional_vae_z8_seed44,unconditional_vae,8,3,44,109,134,9ddb79eb34ba82654fff648cbf774c6733a02e674086e8cdf3805f6d161a9d07,4.3847656172602e-07,4.305572520735268e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
