latent_dim,n_paired_participants,cvae_median,unconditional_vae_median,unconditional_minus_cvae_median,cvae_better_participants,wilcoxon_statistic,wilcoxon_p_uncorrected,legacy_bonferroni_mislabeled_holm,wilcoxon_p_holm_corrected,same_significance_decision
3,28,0.1221309838731609,0.1133503583263207,0.0001725461195184,14,176.0,0.551873967051506,1.0,0.551873967051506,True
8,28,0.086892670230817,0.078976844549346,0.0055775693030326,17,122.0,0.0662398338317871,0.1324796676635742,0.13247966766357422,True
