fold,seed,subject,arm,donor,mean_ks,energy_distance,mmd_rbf
0,42,subject05,own,subject05,0.21035353535353532,0.32397343689647196,0.06913353170347036
0,42,subject05,population,training_mean,0.3429292929292929,0.977812567007561,0.19352360476437946
0,42,subject05,wrong,subject13,0.2388888888888889,0.6435748068105411,0.13690322849383751
0,42,subject05,wrong,subject19,0.2861111111111111,0.8604751660898544,0.17585980131774503
0,42,subject05,wrong,subject24,0.33459595959595956,0.9046532939581424,0.17875287066829537
0,42,subject05,wrong,subject27,0.4297979797979798,1.5523616012705816,0.3104662839496757
0,42,subject05,wrong,subject34,0.27601010101010104,0.7303583886719078,0.14922963233064934
0,42,subject05,wrong,subject35,0.3941919191919192,1.5907434319244294,0.3107479887705037
0,42,subject13,own,subject13,0.20782828282828286,0.2288621713671386,0.03700490510169807
0,42,subject13,population,training_mean,0.3414141414141414,1.0224820623361022,0.18591212020989945
0,42,subject13,wrong,subject05,0.29823232323232324,0.7575151347730795,0.14774386790156957
0,42,subject13,wrong,subject19,0.2555555555555556,0.7968101478365681,0.14277471890837246
0,42,subject13,wrong,subject24,0.3484848484848485,1.031400823971384,0.1888614401218085
0,42,subject13,wrong,subject27,0.43232323232323233,1.4636534412764486,0.28336695830665815
0,42,subject13,wrong,subject34,0.27702020202020194,0.5315755242151678,0.09746077096580175
0,42,subject13,wrong,subject35,0.37828282828282833,1.2578399085527345,0.2272554730056212
0,42,subject19,own,subject19,0.23358585858585854,0.2668987758946879,0.04973231509268594
0,42,subject19,population,training_mean,0.2997474747474747,1.095290486119966,0.21144752903803876
0,42,subject19,wrong,subject05,0.28005050505050505,0.895221612344927,0.1824630994523816
0,42,subject19,wrong,subject13,0.24848484848484845,0.506216888649528,0.09751237529998902
0,42,subject19,wrong,subject24,0.2946969696969697,1.1154521467864562,0.2155150355668689
0,42,subject19,wrong,subject27,0.3994949494949495,1.472896272223176,0.29761641680699114
0,42,subject19,wrong,subject34,0.26969696969696966,0.6719680941522692,0.13324721403066053
0,42,subject19,wrong,subject35,0.34368686868686865,1.5238731775660046,0.28809451924748775
0,42,subject24,own,subject24,0.14065656565656567,0.12026292000462169,0.014376961000088007
0,42,subject24,population,training_mean,0.13989898989898988,0.13039954112501162,0.016478591592470337
0,42,subject24,wrong,subject05,0.2398989898989899,0.703905433650378,0.12075277990926425
0,42,subject24,wrong,subject13,0.22752525252525252,0.4023732841973562,0.06239015018238658
0,42,subject24,wrong,subject19,0.22727272727272727,0.6120055101691304,0.10295606766995835
0,42,subject24,wrong,subject27,0.205050505050505,0.5213980525883564,0.100069545655042
0,42,subject24,wrong,subject34,0.22020202020202023,0.31985865706535854,0.05382297175218009
0,42,subject24,wrong,subject35,0.15883838383838383,0.273327230133916,0.042261137619809985
0,42,subject27,own,subject27,0.24393939393939396,0.4726487408032223,0.08876957743136393
0,42,subject27,population,training_mean,0.27954545454545454,0.9774856290229397,0.19153774458644635
0,42,subject27,wrong,subject05,0.36641414141414147,1.620758776496909,0.3171309840502483
0,42,subject27,wrong,subject13,0.37121212121212116,1.5700979498314918,0.31334727517000405
0,42,subject27,wrong,subject19,0.3868686868686868,1.64850842532848,0.32814885604762534
0,42,subject27,wrong,subject24,0.28484848484848485,1.0478306916436408,0.20589770399844964
0,42,subject27,wrong,subject34,0.301010101010101,0.9637594938851262,0.18719393071564783
0,42,subject27,wrong,subject35,0.3045454545454545,1.5251348394153394,0.3047156357081471
0,42,subject34,own,subject34,0.23434343434343435,0.379737824561559,0.06796061971437461
0,42,subject34,population,training_mean,0.3325757575757575,0.7884780295231182,0.14748520526789288
0,42,subject34,wrong,subject05,0.3297979797979798,0.9813595950547529,0.18251466821668794
0,42,subject34,wrong,subject13,0.25681818181818183,0.5391991147570119,0.10327216529658456
0,42,subject34,wrong,subject19,0.33585858585858586,1.11136369897145,0.20769493754694213
0,42,subject34,wrong,subject24,0.3457070707070707,0.8510474987090948,0.16014476812588774
0,42,subject34,wrong,subject27,0.2820707070707071,0.6594245016067712,0.12465438309860899
0,42,subject34,wrong,subject35,0.3929292929292929,1.1865988123731785,0.2239093714350312
0,42,subject35,own,subject35,0.194661733615222,0.44844407434384204,0.07386849998922018
0,42,subject35,population,training_mean,0.24837914023960533,0.6562896022336697,0.1253821569116258
0,42,subject35,wrong,subject05,0.35833333333333334,1.6309680526463075,0.31496453171088745
0,42,subject35,wrong,subject13,0.3527307963354475,1.1894341859054243,0.23289877302604634
0,42,subject35,wrong,subject19,0.32536997885835095,1.513655758231371,0.29316644215727705
0,42,subject35,wrong,subject24,0.2500352360817477,0.6774843644593092,0.12946773974088155
0,42,subject35,wrong,subject27,0.31245595489781536,1.0124901614938544,0.2051019112468454
0,42,subject35,wrong,subject34,0.3473572938689218,1.0506324462947183,0.21085451966836988
