fold,seed,subject,arm,donor,mean_ks,energy_distance,mmd_rbf
0,43,subject05,own,subject05,0.2212121212121212,0.28066517881413366,0.04981125905142636
0,43,subject05,population,training_mean,0.3297979797979798,0.9857074552652314,0.18678675308556936
0,43,subject05,wrong,subject13,0.21111111111111108,0.49570117936377533,0.09761309359350889
0,43,subject05,wrong,subject19,0.33560606060606063,0.9419589453700361,0.18319870598868437
0,43,subject05,wrong,subject24,0.34469696969696967,0.9749563520194471,0.18343109928964163
0,43,subject05,wrong,subject27,0.43409090909090914,1.5652809469112103,0.30101087837548834
0,43,subject05,wrong,subject34,0.2517676767676768,0.636419809475254,0.12236465012398634
0,43,subject05,wrong,subject35,0.38510101010101017,1.5408267804990845,0.28819205397454517
0,43,subject13,own,subject13,0.19924242424242422,0.27815218504274686,0.04510844646370993
0,43,subject13,population,training_mean,0.34671717171717165,0.919753961351967,0.1641990895131128
0,43,subject13,wrong,subject05,0.2946969696969697,0.8537904961056104,0.1581175257417956
0,43,subject13,wrong,subject19,0.308080808080808,1.1201598741225074,0.19361286324933225
0,43,subject13,wrong,subject24,0.35429292929292927,0.9911002382697593,0.17526397408210737
0,43,subject13,wrong,subject27,0.45303030303030295,1.6389649092564178,0.3051862871355131
0,43,subject13,wrong,subject34,0.2565656565656566,0.6040041268918852,0.10866613181709284
0,43,subject13,wrong,subject35,0.37121212121212127,1.0127611445546636,0.18011308743697063
0,43,subject19,own,subject19,0.18762626262626264,0.23339579248648246,0.039916637885859085
0,43,subject19,population,training_mean,0.278030303030303,1.0039757429526541,0.18449251166280034
0,43,subject19,wrong,subject05,0.2398989898989899,0.6557903775781244,0.12879301397005616
0,43,subject19,wrong,subject13,0.2159090909090909,0.32940607792436305,0.05367489876306364
0,43,subject19,wrong,subject24,0.2919191919191919,1.0152678314020003,0.18528352835801443
0,43,subject19,wrong,subject27,0.37752525252525254,1.2525692113604436,0.23955435692251859
0,43,subject19,wrong,subject34,0.21767676767676766,0.46602461073233137,0.0862552158015697
0,43,subject19,wrong,subject35,0.2994949494949495,1.3703949172089542,0.24691526675559683
0,43,subject24,own,subject24,0.1686868686868687,0.13136843310328583,0.011746218716193524
0,43,subject24,population,training_mean,0.19772727272727272,0.200241560711385,0.02393594966270951
0,43,subject24,wrong,subject05,0.2719696969696969,0.5824308922408963,0.10086049025748511
0,43,subject24,wrong,subject13,0.29419191919191917,0.7740502467642498,0.132521418667627
0,43,subject24,wrong,subject19,0.28888888888888886,0.9762032714920688,0.17988771724197528
0,43,subject24,wrong,subject27,0.23383838383838385,0.5716740887337033,0.10391891555534682
0,43,subject24,wrong,subject34,0.29217171717171714,0.5772320786520759,0.09952637335400105
0,43,subject24,wrong,subject35,0.19823232323232326,0.40081557756595343,0.05863729326081091
0,43,subject27,own,subject27,0.22954545454545452,0.49314897453153295,0.09605789852598612
0,43,subject27,population,training_mean,0.3,1.088124151718202,0.22161908165812294
0,43,subject27,wrong,subject05,0.35681818181818187,1.8890084525438144,0.38460678472372256
0,43,subject27,wrong,subject13,0.3893939393939394,1.8381704746016978,0.38086266163658655
0,43,subject27,wrong,subject19,0.3856060606060607,2.032223199000792,0.413367986967231
0,43,subject27,wrong,subject24,0.29848484848484846,1.237560251219278,0.252896585586753
0,43,subject27,wrong,subject34,0.3002525252525252,1.1656928582767132,0.23987749403680758
0,43,subject27,wrong,subject35,0.3214646464646465,1.4236346936005941,0.2933208306813242
0,43,subject34,own,subject34,0.20984848484848484,0.31990212982350696,0.059563162943721326
0,43,subject34,population,training_mean,0.2924242424242424,0.5202586742273381,0.09464048696488714
0,43,subject34,wrong,subject05,0.2901515151515151,0.7750107354236433,0.1496830763499155
0,43,subject34,wrong,subject13,0.24444444444444444,0.5117857839024413,0.0997708124361516
0,43,subject34,wrong,subject19,0.3772727272727272,1.0992844564644733,0.21311275976070432
0,43,subject34,wrong,subject24,0.3156565656565657,0.6407576866873175,0.1173956414401578
0,43,subject34,wrong,subject27,0.2709595959595959,0.5839340764617762,0.10920318681444174
0,43,subject34,wrong,subject35,0.36287878787878786,0.8556208250168154,0.15987606944256993
0,43,subject35,own,subject35,0.21839323467230445,0.4009240445457123,0.06982340207857629
0,43,subject35,population,training_mean,0.24790345313601125,0.5643264921808311,0.11014858036539743
0,43,subject35,wrong,subject05,0.36150458069062724,1.6148586921862567,0.3223615751517309
0,43,subject35,wrong,subject13,0.3575581395348837,1.4893747331591816,0.29988519277552583
0,43,subject35,wrong,subject19,0.3458597603946441,1.9868423308139551,0.3952143840698329
0,43,subject35,wrong,subject24,0.23761451726568003,0.5709794038515126,0.11119441524991425
0,43,subject35,wrong,subject27,0.2836328400281889,0.8358228593256904,0.16814882205031467
0,43,subject35,wrong,subject34,0.34474982381959124,1.1994349948341396,0.24602942430594632
