check,passed,detail
conditional_ae\fold3\conditional_ae_z3_seed43/condition swap behaviour,True,
conditional_ae\fold3\conditional_ae_z3_seed44/effective flags,True,
conditional_ae\fold3\conditional_ae_z3_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z3_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z3_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z3_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z3_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold3\conditional_ae_z3_seed44/selected epoch,True,
conditional_ae\fold3\conditional_ae_z3_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
conditional_ae\fold3\conditional_ae_z3_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold3\conditional_ae_z3_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z3_seed44/prediction IDs,True,
conditional_ae\fold3\conditional_ae_z3_seed44/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
conditional_ae\fold3\conditional_ae_z3_seed44/independent timing predictions,True,max_abs_error=2.8057861367614123e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold3\conditional_ae_z3_seed44/independent trajectory MSE,True,max_abs_error=5.6884765342601895e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold3\conditional_ae_z3_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z3_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z3_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
conditional_ae\fold3\conditional_ae_z3_seed44/variational sampling behaviour,True,
conditional_ae\fold3\conditional_ae_z3_seed44/condition gradients,True,"{'encoder_condition0_gradient': 3.963761329650879, 'decoder_condition0_gradient': 124.21923828125, 'encoder_condition1_gradient': 3.1112029552459717, 'decoder_condition1_gradient': 128.08242797851562, 'encoder_condition2_gradient': 11.467137336730957, 'decoder_condition2_gradient': 190.52528381347656, 'encoder_condition3_gradient': 17.777103424072266, 'decoder_condition3_gradient': 63.610076904296875, 'encoder_condition4_gradient': 10.551215171813965, 'decoder_condition4_gradient': 282.2291259765625}"
conditional_ae\fold3\conditional_ae_z3_seed44/condition swap behaviour,True,
conditional_ae\fold3\conditional_ae_z8_seed42/effective flags,True,
conditional_ae\fold3\conditional_ae_z8_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold3\conditional_ae_z8_seed42/selected epoch,True,
conditional_ae\fold3\conditional_ae_z8_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
conditional_ae\fold3\conditional_ae_z8_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold3\conditional_ae_z8_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed42/prediction IDs,True,
conditional_ae\fold3\conditional_ae_z8_seed42/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed42/independent timing predictions,True,max_abs_error=2.956771849582651e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold3\conditional_ae_z8_seed42/independent trajectory MSE,True,max_abs_error=3.7521362239445466e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold3\conditional_ae_z8_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
conditional_ae\fold3\conditional_ae_z8_seed42/variational sampling behaviour,True,
conditional_ae\fold3\conditional_ae_z8_seed42/condition gradients,True,"{'encoder_condition0_gradient': 22.046947479248047, 'decoder_condition0_gradient': 48.21222686767578, 'encoder_condition1_gradient': 18.436359405517578, 'decoder_condition1_gradient': 59.3812255859375, 'encoder_condition2_gradient': 6.932107448577881, 'decoder_condition2_gradient': 86.86225128173828, 'encoder_condition3_gradient': 2.8113906383514404, 'decoder_condition3_gradient': 68.8781967163086, 'encoder_condition4_gradient': 24.07805061340332, 'decoder_condition4_gradient': 55.23870086669922}"
conditional_ae\fold3\conditional_ae_z8_seed42/condition swap behaviour,True,
conditional_ae\fold3\conditional_ae_z8_seed43/effective flags,True,
conditional_ae\fold3\conditional_ae_z8_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold3\conditional_ae_z8_seed43/selected epoch,True,
conditional_ae\fold3\conditional_ae_z8_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
conditional_ae\fold3\conditional_ae_z8_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold3\conditional_ae_z8_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed43/prediction IDs,True,
conditional_ae\fold3\conditional_ae_z8_seed43/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed43/independent timing predictions,True,max_abs_error=1.2646484037759365e-07; atol=2e-06; rtol=2e-05
conditional_ae\fold3\conditional_ae_z8_seed43/independent trajectory MSE,True,max_abs_error=4.231262185072637e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold3\conditional_ae_z8_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
conditional_ae\fold3\conditional_ae_z8_seed43/variational sampling behaviour,True,
conditional_ae\fold3\conditional_ae_z8_seed43/condition gradients,True,"{'encoder_condition0_gradient': 30.061159133911133, 'decoder_condition0_gradient': 59.763771057128906, 'encoder_condition1_gradient': 13.320259094238281, 'decoder_condition1_gradient': 40.39711380004883, 'encoder_condition2_gradient': 12.72934341430664, 'decoder_condition2_gradient': 37.40480422973633, 'encoder_condition3_gradient': 2.7894833087921143, 'decoder_condition3_gradient': 22.384174346923828, 'encoder_condition4_gradient': 27.47040367126465, 'decoder_condition4_gradient': 73.89241027832031}"
conditional_ae\fold3\conditional_ae_z8_seed43/condition swap behaviour,True,
conditional_ae\fold3\conditional_ae_z8_seed44/effective flags,True,
conditional_ae\fold3\conditional_ae_z8_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold3\conditional_ae_z8_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold3\conditional_ae_z8_seed44/selected epoch,True,
conditional_ae\fold3\conditional_ae_z8_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
conditional_ae\fold3\conditional_ae_z8_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold3\conditional_ae_z8_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed44/prediction IDs,True,
conditional_ae\fold3\conditional_ae_z8_seed44/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed44/independent timing predictions,True,max_abs_error=4.694976807328999e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold3\conditional_ae_z8_seed44/independent trajectory MSE,True,max_abs_error=4.135589604103984e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold3\conditional_ae_z8_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold3\conditional_ae_z8_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
conditional_ae\fold3\conditional_ae_z8_seed44/variational sampling behaviour,True,
conditional_ae\fold3\conditional_ae_z8_seed44/condition gradients,True,"{'encoder_condition0_gradient': 23.65880584716797, 'decoder_condition0_gradient': 41.27407455444336, 'encoder_condition1_gradient': 9.674400329589844, 'decoder_condition1_gradient': 77.49091339111328, 'encoder_condition2_gradient': 18.91887664794922, 'decoder_condition2_gradient': 24.498403549194336, 'encoder_condition3_gradient': 9.06058406829834, 'decoder_condition3_gradient': 24.68057632446289, 'encoder_condition4_gradient': 29.578659057617188, 'decoder_condition4_gradient': 43.94245147705078}"
conditional_ae\fold3\conditional_ae_z8_seed44/condition swap behaviour,True,
cvae\fold0\cvae_z2_seed42/effective flags,True,
cvae\fold0\cvae_z2_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z2_seed42/selected epoch,True,
cvae\fold0\cvae_z2_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z2_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z2_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z2_seed42/prediction IDs,True,
cvae\fold0\cvae_z2_seed42/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z2_seed42/independent timing predictions,True,max_abs_error=2.4472808890507736e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z2_seed42/independent trajectory MSE,True,max_abs_error=1.051330564827424e-07; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z2_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z2_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z2_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z2_seed42/variational sampling behaviour,True,
cvae\fold0\cvae_z2_seed42/condition gradients,True,"{'encoder_condition0_gradient': 0.38890722393989563, 'decoder_condition0_gradient': 30.907711029052734, 'encoder_condition1_gradient': 0.22450509667396545, 'decoder_condition1_gradient': 36.26275634765625, 'encoder_condition2_gradient': 0.2781907916069031, 'decoder_condition2_gradient': 42.53357696533203, 'encoder_condition3_gradient': 0.46599483489990234, 'decoder_condition3_gradient': 33.5251579284668, 'encoder_condition4_gradient': 0.47644880414009094, 'decoder_condition4_gradient': 30.070114135742188}"
cvae\fold0\cvae_z2_seed42/condition swap behaviour,True,
cvae\fold0\cvae_z2_seed43/effective flags,True,
cvae\fold0\cvae_z2_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z2_seed43/selected epoch,True,
cvae\fold0\cvae_z2_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z2_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z2_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z2_seed43/prediction IDs,True,
cvae\fold0\cvae_z2_seed43/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z2_seed43/independent timing predictions,True,max_abs_error=2.1409606976163786e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z2_seed43/independent trajectory MSE,True,max_abs_error=4.896240235474636e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z2_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z2_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z2_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z2_seed43/variational sampling behaviour,True,
cvae\fold0\cvae_z2_seed43/condition gradients,True,"{'encoder_condition0_gradient': 0.303842693567276, 'decoder_condition0_gradient': 13.286215782165527, 'encoder_condition1_gradient': 0.35958346724510193, 'decoder_condition1_gradient': 7.6203460693359375, 'encoder_condition2_gradient': 0.2529517114162445, 'decoder_condition2_gradient': 6.653594017028809, 'encoder_condition3_gradient': 0.33842381834983826, 'decoder_condition3_gradient': 18.967082977294922, 'encoder_condition4_gradient': 0.36672741174697876, 'decoder_condition4_gradient': 33.360931396484375}"
cvae\fold0\cvae_z2_seed43/condition swap behaviour,True,
cvae\fold0\cvae_z2_seed44/effective flags,True,
cvae\fold0\cvae_z2_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z2_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z2_seed44/selected epoch,True,
cvae\fold0\cvae_z2_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z2_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z2_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z2_seed44/prediction IDs,True,
cvae\fold0\cvae_z2_seed44/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z2_seed44/independent timing predictions,True,max_abs_error=3.055572506127646e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z2_seed44/independent trajectory MSE,True,max_abs_error=3.247070310408162e-07; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z2_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z2_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z2_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z2_seed44/variational sampling behaviour,True,
cvae\fold0\cvae_z2_seed44/condition gradients,True,"{'encoder_condition0_gradient': 0.1459745317697525, 'decoder_condition0_gradient': 13.749675750732422, 'encoder_condition1_gradient': 0.28084874153137207, 'decoder_condition1_gradient': 22.6718692779541, 'encoder_condition2_gradient': 0.5732357501983643, 'decoder_condition2_gradient': 40.89769744873047, 'encoder_condition3_gradient': 0.49470165371894836, 'decoder_condition3_gradient': 31.511051177978516, 'encoder_condition4_gradient': 0.3754573464393616, 'decoder_condition4_gradient': 27.05469512939453}"
cvae\fold0\cvae_z2_seed44/condition swap behaviour,True,
cvae\fold0\cvae_z3_seed42/effective flags,True,
cvae\fold0\cvae_z3_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z3_seed42/selected epoch,True,
cvae\fold0\cvae_z3_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z3_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z3_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z3_seed42/prediction IDs,True,
cvae\fold0\cvae_z3_seed42/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z3_seed42/independent timing predictions,True,max_abs_error=2.6385498008707486e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z3_seed42/independent trajectory MSE,True,max_abs_error=4.902343753165894e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z3_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z3_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z3_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z3_seed42/variational sampling behaviour,True,
cvae\fold0\cvae_z3_seed42/condition gradients,True,"{'encoder_condition0_gradient': 0.47171810269355774, 'decoder_condition0_gradient': 22.05877685546875, 'encoder_condition1_gradient': 0.30963149666786194, 'decoder_condition1_gradient': 32.476287841796875, 'encoder_condition2_gradient': 0.6875831484794617, 'decoder_condition2_gradient': 38.2255859375, 'encoder_condition3_gradient': 1.1828793287277222, 'decoder_condition3_gradient': 27.730594635009766, 'encoder_condition4_gradient': 0.38693150877952576, 'decoder_condition4_gradient': 23.264739990234375}"
cvae\fold0\cvae_z3_seed42/condition swap behaviour,True,
cvae\fold0\cvae_z3_seed43/effective flags,True,
cvae\fold0\cvae_z3_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z3_seed43/selected epoch,True,
cvae\fold0\cvae_z3_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z3_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z3_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z3_seed43/prediction IDs,True,
cvae\fold0\cvae_z3_seed43/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z3_seed43/independent timing predictions,True,max_abs_error=3.504791257213924e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z3_seed43/independent trajectory MSE,True,max_abs_error=4.1110229442864465e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z3_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z3_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z3_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z3_seed43/variational sampling behaviour,True,
cvae\fold0\cvae_z3_seed43/condition gradients,True,"{'encoder_condition0_gradient': 0.27267658710479736, 'decoder_condition0_gradient': 10.76323127746582, 'encoder_condition1_gradient': 0.48802778124809265, 'decoder_condition1_gradient': 11.689569473266602, 'encoder_condition2_gradient': 0.5765382051467896, 'decoder_condition2_gradient': 20.517101287841797, 'encoder_condition3_gradient': 0.44663625955581665, 'decoder_condition3_gradient': 14.034358978271484, 'encoder_condition4_gradient': 0.3887065649032593, 'decoder_condition4_gradient': 15.612030029296875}"
cvae\fold0\cvae_z3_seed43/condition swap behaviour,True,
cvae\fold0\cvae_z3_seed44/effective flags,True,
cvae\fold0\cvae_z3_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z3_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z3_seed44/selected epoch,True,
cvae\fold0\cvae_z3_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z3_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z3_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z3_seed44/prediction IDs,True,
cvae\fold0\cvae_z3_seed44/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z3_seed44/independent timing predictions,True,max_abs_error=4.918518059504606e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z3_seed44/independent trajectory MSE,True,max_abs_error=3.40087891181895e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z3_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z3_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z3_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z3_seed44/variational sampling behaviour,True,
cvae\fold0\cvae_z3_seed44/condition gradients,True,"{'encoder_condition0_gradient': 0.2744845151901245, 'decoder_condition0_gradient': 17.000282287597656, 'encoder_condition1_gradient': 0.3006356358528137, 'decoder_condition1_gradient': 11.379690170288086, 'encoder_condition2_gradient': 0.39697983860969543, 'decoder_condition2_gradient': 30.08283233642578, 'encoder_condition3_gradient': 0.418952077627182, 'decoder_condition3_gradient': 27.222734451293945, 'encoder_condition4_gradient': 0.5152084827423096, 'decoder_condition4_gradient': 16.909324645996094}"
cvae\fold0\cvae_z3_seed44/condition swap behaviour,True,
cvae\fold0\cvae_z4_seed42/effective flags,True,
cvae\fold0\cvae_z4_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z4_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z4_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z4_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z4_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z4_seed42/selected epoch,True,
cvae\fold0\cvae_z4_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z4_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z4_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z4_seed42/prediction IDs,True,
cvae\fold0\cvae_z4_seed42/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z4_seed42/independent timing predictions,True,max_abs_error=2.7807617208885915e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z4_seed42/independent trajectory MSE,True,max_abs_error=3.345031740487059e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z4_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z4_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z4_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z4_seed42/variational sampling behaviour,True,
cvae\fold0\cvae_z4_seed42/condition gradients,True,"{'encoder_condition0_gradient': 0.35714346170425415, 'decoder_condition0_gradient': 35.26088333129883, 'encoder_condition1_gradient': 0.3083794414997101, 'decoder_condition1_gradient': 20.783451080322266, 'encoder_condition2_gradient': 0.7702282667160034, 'decoder_condition2_gradient': 16.56010627746582, 'encoder_condition3_gradient': 0.30654653906822205, 'decoder_condition3_gradient': 20.860036849975586, 'encoder_condition4_gradient': 0.46537238359451294, 'decoder_condition4_gradient': 33.87338638305664}"
cvae\fold0\cvae_z4_seed42/condition swap behaviour,True,
cvae\fold0\cvae_z4_seed43/effective flags,True,
cvae\fold0\cvae_z4_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z4_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
