check,passed,detail
cvae\fold2\cvae_z3_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z3_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold2\cvae_z3_seed42/variational sampling behaviour,True,
cvae\fold2\cvae_z3_seed42/condition gradients,True,"{'encoder_condition0_gradient': 0.16357722878456116, 'decoder_condition0_gradient': 46.78774642944336, 'encoder_condition1_gradient': 0.30496281385421753, 'decoder_condition1_gradient': 65.64451599121094, 'encoder_condition2_gradient': 0.26416078209877014, 'decoder_condition2_gradient': 21.540855407714844, 'encoder_condition3_gradient': 0.2905588448047638, 'decoder_condition3_gradient': 21.51764678955078, 'encoder_condition4_gradient': 0.2796059846878052, 'decoder_condition4_gradient': 40.245513916015625}"
cvae\fold2\cvae_z3_seed42/condition swap behaviour,True,
cvae\fold2\cvae_z3_seed43/effective flags,True,
cvae\fold2\cvae_z3_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z3_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z3_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z3_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z3_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z3_seed43/selected epoch,True,
cvae\fold2\cvae_z3_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold2\cvae_z3_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z3_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z3_seed43/prediction IDs,True,
cvae\fold2\cvae_z3_seed43/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold2\cvae_z3_seed43/independent timing predictions,True,max_abs_error=5.4603576549183686e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z3_seed43/independent trajectory MSE,True,max_abs_error=1.9842529308533585e-07; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z3_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z3_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z3_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold2\cvae_z3_seed43/variational sampling behaviour,True,
cvae\fold2\cvae_z3_seed43/condition gradients,True,"{'encoder_condition0_gradient': 0.1435369998216629, 'decoder_condition0_gradient': 37.91037368774414, 'encoder_condition1_gradient': 0.3231668472290039, 'decoder_condition1_gradient': 38.40052795410156, 'encoder_condition2_gradient': 0.25962361693382263, 'decoder_condition2_gradient': 24.51495933532715, 'encoder_condition3_gradient': 0.2232486754655838, 'decoder_condition3_gradient': 30.99083709716797, 'encoder_condition4_gradient': 0.2795863449573517, 'decoder_condition4_gradient': 37.45233154296875}"
cvae\fold2\cvae_z3_seed43/condition swap behaviour,True,
cvae\fold2\cvae_z3_seed44/effective flags,True,
cvae\fold2\cvae_z3_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z3_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z3_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z3_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z3_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z3_seed44/selected epoch,True,
cvae\fold2\cvae_z3_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold2\cvae_z3_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z3_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z3_seed44/prediction IDs,True,
cvae\fold2\cvae_z3_seed44/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold2\cvae_z3_seed44/independent timing predictions,True,max_abs_error=4.242706297397092e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z3_seed44/independent trajectory MSE,True,max_abs_error=1.3052368164068184e-07; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z3_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z3_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z3_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold2\cvae_z3_seed44/variational sampling behaviour,True,
cvae\fold2\cvae_z3_seed44/condition gradients,True,"{'encoder_condition0_gradient': 0.2084873765707016, 'decoder_condition0_gradient': 36.971595764160156, 'encoder_condition1_gradient': 0.2309717833995819, 'decoder_condition1_gradient': 25.471744537353516, 'encoder_condition2_gradient': 0.2504555583000183, 'decoder_condition2_gradient': 21.637470245361328, 'encoder_condition3_gradient': 0.24940501153469086, 'decoder_condition3_gradient': 34.28749465942383, 'encoder_condition4_gradient': 0.2099071890115738, 'decoder_condition4_gradient': 74.83384704589844}"
cvae\fold2\cvae_z3_seed44/condition swap behaviour,True,
cvae\fold2\cvae_z4_seed42/effective flags,True,
cvae\fold2\cvae_z4_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z4_seed42/selected epoch,True,
cvae\fold2\cvae_z4_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold2\cvae_z4_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z4_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z4_seed42/prediction IDs,True,
cvae\fold2\cvae_z4_seed42/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold2\cvae_z4_seed42/independent timing predictions,True,max_abs_error=4.992675783910272e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z4_seed42/independent trajectory MSE,True,max_abs_error=3.5433959988395713e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z4_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z4_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z4_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold2\cvae_z4_seed42/variational sampling behaviour,True,
cvae\fold2\cvae_z4_seed42/condition gradients,True,"{'encoder_condition0_gradient': 0.27660250663757324, 'decoder_condition0_gradient': 30.057802200317383, 'encoder_condition1_gradient': 0.49588802456855774, 'decoder_condition1_gradient': 21.04827308654785, 'encoder_condition2_gradient': 0.40377485752105713, 'decoder_condition2_gradient': 19.14794921875, 'encoder_condition3_gradient': 0.14119185507297516, 'decoder_condition3_gradient': 16.44544792175293, 'encoder_condition4_gradient': 0.45120471715927124, 'decoder_condition4_gradient': 45.51593017578125}"
cvae\fold2\cvae_z4_seed42/condition swap behaviour,True,
cvae\fold2\cvae_z4_seed43/effective flags,True,
cvae\fold2\cvae_z4_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z4_seed43/selected epoch,True,
cvae\fold2\cvae_z4_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold2\cvae_z4_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z4_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z4_seed43/prediction IDs,True,
cvae\fold2\cvae_z4_seed43/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold2\cvae_z4_seed43/independent timing predictions,True,max_abs_error=4.7434997485495956e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z4_seed43/independent trajectory MSE,True,max_abs_error=1.1753845230444426e-07; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z4_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z4_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z4_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold2\cvae_z4_seed43/variational sampling behaviour,True,
cvae\fold2\cvae_z4_seed43/condition gradients,True,"{'encoder_condition0_gradient': 0.34239697456359863, 'decoder_condition0_gradient': 112.05809020996094, 'encoder_condition1_gradient': 0.3546804189682007, 'decoder_condition1_gradient': 84.82198333740234, 'encoder_condition2_gradient': 0.40720999240875244, 'decoder_condition2_gradient': 56.917442321777344, 'encoder_condition3_gradient': 0.2519693374633789, 'decoder_condition3_gradient': 39.91939926147461, 'encoder_condition4_gradient': 0.4413129985332489, 'decoder_condition4_gradient': 73.46837615966797}"
cvae\fold2\cvae_z4_seed43/condition swap behaviour,True,
cvae\fold2\cvae_z4_seed44/effective flags,True,
cvae\fold2\cvae_z4_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z4_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z4_seed44/selected epoch,True,
cvae\fold2\cvae_z4_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold2\cvae_z4_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z4_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z4_seed44/prediction IDs,True,
cvae\fold2\cvae_z4_seed44/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold2\cvae_z4_seed44/independent timing predictions,True,max_abs_error=4.40017700054085e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z4_seed44/independent trajectory MSE,True,max_abs_error=9.413146973002995e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z4_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z4_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z4_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold2\cvae_z4_seed44/variational sampling behaviour,True,
cvae\fold2\cvae_z4_seed44/condition gradients,True,"{'encoder_condition0_gradient': 0.30679231882095337, 'decoder_condition0_gradient': 105.27110290527344, 'encoder_condition1_gradient': 0.4642733335494995, 'decoder_condition1_gradient': 125.71536254882812, 'encoder_condition2_gradient': 0.3682120144367218, 'decoder_condition2_gradient': 91.90399169921875, 'encoder_condition3_gradient': 0.1618730127811432, 'decoder_condition3_gradient': 10.502694129943848, 'encoder_condition4_gradient': 0.4161083996295929, 'decoder_condition4_gradient': 65.30414581298828}"
cvae\fold2\cvae_z4_seed44/condition swap behaviour,True,
cvae\fold2\cvae_z8_seed42/effective flags,True,
cvae\fold2\cvae_z8_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z8_seed42/selected epoch,True,
cvae\fold2\cvae_z8_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold2\cvae_z8_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z8_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z8_seed42/prediction IDs,True,
cvae\fold2\cvae_z8_seed42/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold2\cvae_z8_seed42/independent timing predictions,True,max_abs_error=4.9555969328096694e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z8_seed42/independent trajectory MSE,True,max_abs_error=2.4572754053764356e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z8_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z8_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z8_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold2\cvae_z8_seed42/variational sampling behaviour,True,
cvae\fold2\cvae_z8_seed42/condition gradients,True,"{'encoder_condition0_gradient': 1.2659180164337158, 'decoder_condition0_gradient': 53.70290756225586, 'encoder_condition1_gradient': 1.0552936792373657, 'decoder_condition1_gradient': 83.58873748779297, 'encoder_condition2_gradient': 0.8309400677680969, 'decoder_condition2_gradient': 75.34371948242188, 'encoder_condition3_gradient': 0.35606685280799866, 'decoder_condition3_gradient': 14.69596004486084, 'encoder_condition4_gradient': 1.0287600755691528, 'decoder_condition4_gradient': 82.90869140625}"
cvae\fold2\cvae_z8_seed42/condition swap behaviour,True,
cvae\fold2\cvae_z8_seed43/effective flags,True,
cvae\fold2\cvae_z8_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z8_seed43/selected epoch,True,
cvae\fold2\cvae_z8_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold2\cvae_z8_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z8_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z8_seed43/prediction IDs,True,
cvae\fold2\cvae_z8_seed43/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold2\cvae_z8_seed43/independent timing predictions,True,max_abs_error=3.563385009286435e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z8_seed43/independent trajectory MSE,True,max_abs_error=2.5483703591788753e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z8_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z8_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z8_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold2\cvae_z8_seed43/variational sampling behaviour,True,
cvae\fold2\cvae_z8_seed43/condition gradients,True,"{'encoder_condition0_gradient': 1.4376335144042969, 'decoder_condition0_gradient': 71.09739685058594, 'encoder_condition1_gradient': 1.4966551065444946, 'decoder_condition1_gradient': 66.19639587402344, 'encoder_condition2_gradient': 1.5539436340332031, 'decoder_condition2_gradient': 56.21345138549805, 'encoder_condition3_gradient': 0.2808713912963867, 'decoder_condition3_gradient': 16.27168083190918, 'encoder_condition4_gradient': 2.0136640071868896, 'decoder_condition4_gradient': 72.7278060913086}"
cvae\fold2\cvae_z8_seed43/condition swap behaviour,True,
cvae\fold2\cvae_z8_seed44/effective flags,True,
cvae\fold2\cvae_z8_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold2\cvae_z8_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z8_seed44/selected epoch,True,
cvae\fold2\cvae_z8_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold2\cvae_z8_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold2\cvae_z8_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z8_seed44/prediction IDs,True,
cvae\fold2\cvae_z8_seed44/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold2\cvae_z8_seed44/independent timing predictions,True,max_abs_error=4.104003914484622e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z8_seed44/independent trajectory MSE,True,max_abs_error=3.577423091094545e-08; atol=2e-06; rtol=2e-05
cvae\fold2\cvae_z8_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z8_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold2\cvae_z8_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold2\cvae_z8_seed44/variational sampling behaviour,True,
cvae\fold2\cvae_z8_seed44/condition gradients,True,"{'encoder_condition0_gradient': 1.2532576322555542, 'decoder_condition0_gradient': 127.79181671142578, 'encoder_condition1_gradient': 1.0658289194107056, 'decoder_condition1_gradient': 92.28987121582031, 'encoder_condition2_gradient': 1.4391710758209229, 'decoder_condition2_gradient': 74.07485961914062, 'encoder_condition3_gradient': 0.6053735017776489, 'decoder_condition3_gradient': 39.61510467529297, 'encoder_condition4_gradient': 1.2096184492111206, 'decoder_condition4_gradient': 136.5409698486328}"
cvae\fold2\cvae_z8_seed44/condition swap behaviour,True,
cvae\fold3\cvae_z2_seed42/effective flags,True,
cvae\fold3\cvae_z2_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z2_seed42/selected epoch,True,
cvae\fold3\cvae_z2_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z2_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z2_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z2_seed42/prediction IDs,True,
cvae\fold3\cvae_z2_seed42/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z2_seed42/independent timing predictions,True,max_abs_error=2.998199466475171e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z2_seed42/independent trajectory MSE,True,max_abs_error=4.443969725542729e-07; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z2_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z2_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z2_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z2_seed42/variational sampling behaviour,True,
cvae\fold3\cvae_z2_seed42/condition gradients,True,"{'encoder_condition0_gradient': 1.4558477401733398, 'decoder_condition0_gradient': 127.4627914428711, 'encoder_condition1_gradient': 2.2688865661621094, 'decoder_condition1_gradient': 248.09417724609375, 'encoder_condition2_gradient': 2.515681028366089, 'decoder_condition2_gradient': 186.14877319335938, 'encoder_condition3_gradient': 2.535003185272217, 'decoder_condition3_gradient': 128.94143676757812, 'encoder_condition4_gradient': 3.2771575450897217, 'decoder_condition4_gradient': 290.4833679199219}"
cvae\fold3\cvae_z2_seed42/condition swap behaviour,True,
cvae\fold3\cvae_z2_seed43/effective flags,True,
cvae\fold3\cvae_z2_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z2_seed43/selected epoch,True,
cvae\fold3\cvae_z2_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z2_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z2_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z2_seed43/prediction IDs,True,
cvae\fold3\cvae_z2_seed43/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z2_seed43/independent timing predictions,True,max_abs_error=4.661865204980131e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z2_seed43/independent trajectory MSE,True,max_abs_error=8.099365231828415e-07; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z2_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z2_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z2_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z2_seed43/variational sampling behaviour,True,
cvae\fold3\cvae_z2_seed43/condition gradients,True,"{'encoder_condition0_gradient': 1.1389904022216797, 'decoder_condition0_gradient': 171.8304901123047, 'encoder_condition1_gradient': 0.46650102734565735, 'decoder_condition1_gradient': 180.91683959960938, 'encoder_condition2_gradient': 0.36785849928855896, 'decoder_condition2_gradient': 495.2047119140625, 'encoder_condition3_gradient': 0.4770772457122803, 'decoder_condition3_gradient': 144.3727264404297, 'encoder_condition4_gradient': 0.5971896052360535, 'decoder_condition4_gradient': 469.7484130859375}"
cvae\fold3\cvae_z2_seed43/condition swap behaviour,True,
cvae\fold3\cvae_z2_seed44/effective flags,True,
cvae\fold3\cvae_z2_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z2_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z2_seed44/selected epoch,True,
cvae\fold3\cvae_z2_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z2_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z2_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z2_seed44/prediction IDs,True,
cvae\fold3\cvae_z2_seed44/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z2_seed44/independent timing predictions,True,max_abs_error=3.083190924790813e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z2_seed44/independent trajectory MSE,True,max_abs_error=3.0065918110722123e-07; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z2_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z2_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z2_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z2_seed44/variational sampling behaviour,True,
cvae\fold3\cvae_z2_seed44/condition gradients,True,"{'encoder_condition0_gradient': 0.7406957149505615, 'decoder_condition0_gradient': 242.72604370117188, 'encoder_condition1_gradient': 0.46205127239227295, 'decoder_condition1_gradient': 153.3358154296875, 'encoder_condition2_gradient': 0.7864449620246887, 'decoder_condition2_gradient': 310.3186950683594, 'encoder_condition3_gradient': 0.6684586405754089, 'decoder_condition3_gradient': 211.15553283691406, 'encoder_condition4_gradient': 1.0246424674987793, 'decoder_condition4_gradient': 106.11308288574219}"
cvae\fold3\cvae_z2_seed44/condition swap behaviour,True,
cvae\fold3\cvae_z3_seed42/effective flags,True,
cvae\fold3\cvae_z3_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z3_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z3_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
