fold,seed,subject,arm,donor,mean_ks,energy_distance,mmd_rbf
1,42,subject08,own,subject08,0.3792929292929293,1.6689049345453317,0.2795246758313503
1,42,subject08,population,training_mean,0.496969696969697,4.295283385891441,0.5658811688081486
1,42,subject08,wrong,subject18,0.4994949494949496,4.073683886770187,0.5555031617375096
1,42,subject08,wrong,subject23,0.5901515151515152,5.136046085251966,0.6371404886799147
1,42,subject08,wrong,subject25,0.4669191919191919,3.3979621267596185,0.4984104967072639
1,42,subject08,wrong,subject26,0.43762626262626264,3.947451666242864,0.5463649088086855
1,42,subject08,wrong,subject41,0.5393939393939394,4.368486070785664,0.5835995899345561
1,42,subject08,wrong,subject43,0.5310606060606061,4.572501234676343,0.6141728256678483
1,42,subject18,own,subject18,0.2618686868686869,0.6865701825192394,0.11996945208398457
1,42,subject18,population,training_mean,0.3603535353535353,1.2860689384117423,0.21529186439218095
1,42,subject18,wrong,subject08,0.49292929292929294,3.0867157550846356,0.47784703596778144
1,42,subject18,wrong,subject23,0.4714646464646464,2.1212155470878993,0.33859163325774977
1,42,subject18,wrong,subject25,0.4113636363636364,2.1882618968231715,0.37908996108915094
1,42,subject18,wrong,subject26,0.391919191919192,1.7619650295696436,0.30749313250252985
1,42,subject18,wrong,subject41,0.46868686868686865,2.1703039972006684,0.35920183187290744
1,42,subject18,wrong,subject43,0.3376262626262626,1.0741975062897855,0.1808741614250935
1,42,subject23,own,subject23,0.16414141414141414,0.1570654632323869,0.025431759847058477
1,42,subject23,population,training_mean,0.23838383838383842,0.5335251762471489,0.09216521365941432
1,42,subject23,wrong,subject08,0.5540404040404041,3.676783085755134,0.5340563019478096
1,42,subject23,wrong,subject18,0.3656565656565656,1.6288403704404737,0.27773868335769947
1,42,subject23,wrong,subject25,0.3931818181818182,1.7986858528572962,0.3232553945990041
1,42,subject23,wrong,subject26,0.3257575757575758,1.1323312384163766,0.19523374724773856
1,42,subject23,wrong,subject41,0.24343434343434336,0.5812644133666001,0.1083803101420574
1,42,subject23,wrong,subject43,0.2535353535353535,0.6749918318196677,0.12340314620591619
1,42,subject25,own,subject25,0.22904040404040404,0.33519202489633715,0.05038932658996986
1,42,subject25,population,training_mean,0.3411616161616162,1.1523343625491442,0.1850386022660111
1,42,subject25,wrong,subject08,0.43156565656565654,1.8075417527632465,0.2679788712730111
1,42,subject25,wrong,subject18,0.3356060606060606,1.0673905495164355,0.1739382150169082
1,42,subject25,wrong,subject23,0.47348484848484856,1.907888389322348,0.3035948641236669
1,42,subject25,wrong,subject26,0.2901515151515151,0.827886701212317,0.12672242006412204
1,42,subject25,wrong,subject41,0.375,0.959366041362264,0.15660880320364834
1,42,subject25,wrong,subject43,0.353030303030303,1.3443168989078393,0.2256354668548427
1,42,subject26,own,subject26,0.2818181818181818,0.8986279961180812,0.12666728074501887
1,42,subject26,population,training_mean,0.3146464646464646,1.1221973037025528,0.1489428542542648
1,42,subject26,wrong,subject08,0.2545454545454546,0.7556162497166654,0.12952241471306147
1,42,subject26,wrong,subject18,0.2727272727272727,0.8347859802627826,0.12376224100136979
1,42,subject26,wrong,subject23,0.4101010101010101,2.1753856599802055,0.28715904249814383
1,42,subject26,wrong,subject25,0.35328282828282825,1.2381145748064855,0.19590367337689485
1,42,subject26,wrong,subject41,0.3830808080808081,1.7744155844979712,0.24675941923723588
1,42,subject26,wrong,subject43,0.34116161616161617,1.2220952206680877,0.17258935910105366
1,42,subject41,own,subject41,0.30419580419580416,1.051459581843535,0.050417618928606744
1,42,subject41,population,training_mean,0.3252331002331003,1.233855590439553,0.07757197968175311
1,42,subject41,wrong,subject08,0.49685314685314685,3.04515276040898,0.3440710740901281
1,42,subject41,wrong,subject18,0.3924242424242424,1.9817917158361653,0.20386571646942775
1,42,subject41,wrong,subject23,0.3459207459207459,1.321167299611469,0.07760092147769437
1,42,subject41,wrong,subject25,0.3692307692307692,1.50759518787808,0.1497885882928811
1,42,subject41,wrong,subject26,0.38700466200466205,1.6167642034608716,0.1503585621718324
1,42,subject41,wrong,subject43,0.32872960372960375,1.162346813843846,0.07063206327575755
1,42,subject43,own,subject43,0.16565656565656564,0.15570496994574778,0.019868450615571298
1,42,subject43,population,training_mean,0.21893939393939393,0.3026714338668497,0.048537608652175046
1,42,subject43,wrong,subject08,0.537878787878788,3.1300932420751493,0.47251071739883027
1,42,subject43,wrong,subject18,0.3156565656565657,0.9905973454563939,0.1745963005360638
1,42,subject43,wrong,subject23,0.2474747474747475,0.3746439636535994,0.062444944274398284
1,42,subject43,wrong,subject25,0.34494949494949495,1.4117491007670275,0.26760668113213293
1,42,subject43,wrong,subject26,0.29646464646464643,0.8092303592972869,0.14587796190178148
1,42,subject43,wrong,subject41,0.2636363636363636,0.6424406439822206,0.11953878565250742
