run,subject,n_generated,n_query,max_metric_difference,movement_floor_count,initiation_floor_count,crop_cap_count,energy_distance,mmd_rbf,ks_initiation_time_s,ks_movement_time_s,ks_peak_speed_tracker_units_s,ks_time_to_peak_speed,ks_path_length,ks_straight_line_dist,ks_curvature_index,ks_max_lateral_deviation,ks_n_submovements,ks_end_x,ks_end_y
cvae\fold0\cvae_z4_seed43,subject19,120,90,1.1102230246251565e-16,0,0,0,0.2070821303541539,0.0377918684235834,0.24722222222222223,0.3666666666666667,0.20277777777777778,0.2694444444444445,0.1611111111111111,0.1166666666666667,0.24722222222222223,0.22499999999999998,0.0,0.18611111111111117,0.12777777777777777
cvae\fold0\cvae_z4_seed43,subject24,120,90,1.249000902703301e-16,0,9,0,0.20454753177237173,0.030878872692153725,0.29722222222222217,0.15555555555555556,0.09444444444444444,0.14444444444444443,0.13611111111111107,0.13055555555555554,0.13055555555555554,0.09722222222222232,0.03888888888888886,0.16666666666666666,0.1388888888888889
cvae\fold0\cvae_z4_seed43,subject27,120,90,1.6653345369377348e-16,0,0,0,0.8064543256943328,0.16108889844396845,0.6722222222222222,0.21388888888888888,0.4055555555555555,0.4972222222222222,0.19166666666666676,0.175,0.2888888888888889,0.16666666666666666,0.01388888888888895,0.21388888888888888,0.23888888888888887
cvae\fold0\cvae_z4_seed43,subject34,120,90,1.5265566588595902e-16,0,1,0,0.5720475340032154,0.10153500340622246,0.13055555555555554,0.21666666666666667,0.18611111111111106,0.5583333333333333,0.3138888888888889,0.3388888888888889,0.38333333333333336,0.3138888888888889,0.0444444444444444,0.07499999999999996,0.3444444444444445
cvae\fold0\cvae_z4_seed43,subject35,120,86,1.1188966420050406e-16,0,11,0,0.46397158045587217,0.07577297445972586,0.22577519379844968,0.38372093023255816,0.522093023255814,0.17674418604651165,0.15503875968992242,0.1507751937984496,0.1686046511627907,0.18372093023255814,0.005038759689922512,0.13604651162790693,0.15251937984496122
cvae\fold0\cvae_z4_seed44,subject05,120,90,1.1102230246251565e-16,0,1,0,0.6585240189756867,0.13312243675582947,0.39444444444444443,0.43333333333333335,0.19166666666666668,0.3055555555555556,0.41388888888888886,0.3916666666666666,0.3277777777777778,0.4305555555555555,0.011111111111111072,0.2666666666666667,0.3861111111111111
cvae\fold0\cvae_z4_seed44,subject13,120,90,1.6653345369377348e-16,0,3,0,0.35061716414323474,0.05808836410029161,0.2,0.20000000000000007,0.18888888888888888,0.1166666666666667,0.3055555555555556,0.30277777777777776,0.2583333333333333,0.25555555555555565,0.011111111111111072,0.125,0.29999999999999993
cvae\fold0\cvae_z4_seed44,subject19,120,90,6.245004513516506e-17,0,0,0,0.24793362340171576,0.046223598717325065,0.2777777777777778,0.2972222222222222,0.14444444444444443,0.23611111111111116,0.15555555555555556,0.11111111111111105,0.33055555555555555,0.33333333333333337,0.0,0.1972222222222222,0.10277777777777775
cvae\fold0\cvae_z4_seed44,subject24,120,90,1.3877787807814457e-16,0,3,0,0.13668998723438452,0.015564892442677891,0.21666666666666673,0.23055555555555557,0.23611111111111116,0.15833333333333333,0.12222222222222223,0.13055555555555565,0.17222222222222222,0.16388888888888897,0.05555555555555558,0.09444444444444444,0.14722222222222214
cvae\fold0\cvae_z4_seed44,subject27,120,90,1.6653345369377348e-16,0,1,0,0.7957866349752032,0.16136606510176865,0.6472222222222221,0.25,0.3916666666666667,0.4444444444444445,0.17500000000000004,0.25555555555555554,0.2638888888888889,0.1888888888888889,0.011111111111111072,0.25555555555555565,0.3194444444444445
