model_family,latent_dim,fold,seed,subject,n_context,n_query,n_generated,feature_reproduction_error,geometry,energy,mmd2,mmd2_biased_diagnostic,mean_path_rmse,all_pairs_mse_diagnostic,recorded_dispersion,generated_dispersion,dispersion_ratio
condition_ridge,0,1,43,subject41,15,13,120,1.1102230246251563e-16,raw_rms,0.1901231396507472,0.0247395727669627,0.087774491127811,0.4563427789375259,3.823799872596761,2.9751504204848285,0.8765631376902725,0.2946281746478648
condition_ridge,0,1,43,subject41,15,13,120,1.1102230246251563e-16,axis_balanced,0.2403847712695344,0.0480139477366724,0.1100371702540131,0.5357785588338031,3.768442519198236,2.7458948681214705,0.9546672293787511,0.3476707140036504
condition_ridge,0,1,43,subject43,90,90,120,6.938893903907227e-17,raw_rms,0.1029776925945591,0.037077713789936,0.0475333842409844,0.3882039544169699,1.904181726287856,0.5504616161986677,1.2192948302966728,2.215040603042912
condition_ridge,0,1,43,subject43,90,90,120,6.938893903907227e-17,axis_balanced,0.0833080590266877,0.0261585409156593,0.0365107825574331,0.340167651564413,1.839295179065427,0.6051540348171935,1.1346060976110015,1.8749046231737447
condition_ridge,0,2,43,subject01,90,90,120,5.551115123125783e-17,raw_rms,0.1102177869361593,0.0673643076843309,0.0780475492616775,0.2712016564918045,2.131381839538567,0.823065887139866,1.2543638222910034,1.524013863154853
condition_ridge,0,2,43,subject01,90,90,120,5.551115123125783e-17,axis_balanced,0.0820157127258713,0.0544266669831775,0.064652398505746,0.2017563455450336,1.5691275698890357,0.5714328371225053,0.97143364391057,1.6999961864325126
condition_ridge,0,2,43,subject04,90,90,120,8.326672684688674e-17,raw_rms,0.1300970767502161,0.0736452740111192,0.0825862440334029,0.3337008032981569,1.3718181433023573,0.3809203994400054,0.8912006386116134,2.339598089054237
condition_ridge,0,2,43,subject04,90,90,120,8.326672684688674e-17,axis_balanced,0.1676714215826278,0.0835632326858398,0.0932494647919653,0.4279397755345617,1.468906404722256,0.4720884376380369,0.8258127153121159,1.7492754523788805
condition_ridge,0,2,43,subject10,90,90,120,5.551115123125783e-17,raw_rms,0.1641327727197321,0.0763367039082839,0.0863512040786309,0.4426097337341456,2.0269787995675683,0.5924001386842762,1.2557218570590651,2.119719046400006
condition_ridge,0,2,43,subject10,90,90,120,5.551115123125783e-17,axis_balanced,0.1240235248405896,0.0629019318215013,0.0725874356001091,0.3450891019982635,1.5457176517235802,0.4675875652174602,0.9723418644498728,2.079486147151213
condition_ridge,0,2,43,subject12,90,90,120,8.326672684688674e-17,raw_rms,0.4915177693820889,0.2043414363299832,0.214261514615861,0.8692044187591137,2.6769204719043227,0.5407962786171991,1.3982689605750716,2.585574301935668
condition_ridge,0,2,43,subject12,90,90,120,8.326672684688674e-17,axis_balanced,0.3350701116406214,0.1670174766054559,0.1765637101455385,0.6433259918672466,1.91088858920006,0.4171997651433619,1.0935691212007652,2.6212122167062657
condition_ridge,0,2,43,subject15,88,89,120,8.326672684688674e-17,raw_rms,0.0811123788111025,0.0366336904117744,0.0475530832730374,0.2654030587737877,2.329198028108386,1.071336514279215,1.2095397167870665,1.129000739418308
condition_ridge,0,2,43,subject15,88,89,120,8.326672684688674e-17,axis_balanced,0.1537714177656486,0.0673176080689994,0.0780347990618505,0.421724941037664,1.9203836885548489,0.7051915086229502,1.0540474831619142,1.4946967884230289
condition_ridge,0,2,43,subject21,88,90,120,8.326672684688674e-17,raw_rms,0.2846013446535773,0.072447641410386,0.0854750424958112,0.7796141891154651,4.591356657183439,2.625740783351889,1.3986478866092604,0.5326679219354686
condition_ridge,0,2,43,subject21,88,90,120,8.326672684688674e-17,axis_balanced,0.3350322092930931,0.1248463071777837,0.137396411985841,0.7140402025020344,3.1479902134929447,1.568628415097138,1.0960715215652277,0.6987451655319867
condition_ridge,0,2,43,subject36,90,90,120,8.326672684688674e-17,raw_rms,0.3540626613233673,0.1754397626908419,0.184426972352828,0.6872259290859575,2.2894240489524846,0.4932706942456473,1.3405257101751915,2.7176269050916164
condition_ridge,0,2,43,subject36,90,90,120,8.326672684688674e-17,axis_balanced,0.2511593654597999,0.130654322955302,0.1399697610979896,0.5314930913724744,1.7685728320552596,0.4567171125964465,1.0431382667561837,2.283992077340655
condition_ridge,0,3,43,subject02,30,30,120,8.326672684688674e-17,raw_rms,0.3103544723278921,0.1124721451781201,0.1416165217615259,0.5874192385079472,2.675878905233008,1.2155304917108936,1.1655173796402225,0.958854909513396
condition_ridge,0,3,43,subject02,30,30,120,8.326672684688674e-17,axis_balanced,0.2470701610441472,0.0968231421228638,0.1247047371991452,0.5308890772936292,2.2920184490892006,1.078646874154883,0.9756133697645034,0.904478929240762
condition_ridge,0,3,43,subject11,90,90,120,8.326672684688674e-17,raw_rms,0.13475172171701,0.0781689828187205,0.0901397005582761,0.3493593726051783,2.550969856476129,1.298472046196939,1.1544940903180558,0.8891174004857659
